id;label;function;year;place_print
6191;Justus van der Hoeve;Drukker;;Gouda
6192;Fredrik Wilkens & Katharina Schalbruch;Bruidspaar;1718;
6193;Justus van Lotten;Drukker;;Amsterdam
6194;Johannes Esgers;Auteur;;
6195;Mattheus Otto & Elisabeth Veltman;Bruidspaar;1695;
6196;Frans Bosboom & Geertruy Bontekoning;Bruidspaar;1738;
6197;Keur Gijsbert de Groot;Drukker;;Amsterdam
6198;Andries Boekwalt & Anna Staffelt;Bruidspaar;1734;
6199;Klaas de Wit;Drukker;;Amsterdam
6200;A. van D.G. Puttelaar;Auteur;;
6201;Klaas Kemna;Drukker;;Amsterdam
6202;Jacob Oosterbaan & Geertje Schellingwou;Bruidspaar;1760;
6203;Klaas Swerus;Drukker;;Harlingen
6204;Simon Styl;Auteur;;
6205;Sieuwert Ysbrandsz Centen;Auteur;;
6206;Lieve Sieverdsz de Bruin;Auteur;;
6207;P. Schellingwou;Auteur;;
6208;Joannes Sekveld & Katharina van Sevenhoven;Bruidspaar;1686;
6209;Klaes Wassenaar;Drukker;;Amsterdam
6210;Johannes Duykerius;Auteur;;
6211;Jan van der Pals & Alida van Ede;Bruidspaar;1748;
6212;Koenraat Lubeek;Drukker;;Rotterdam
6213;Roeland Cornelis van Overvelt;Auteur;;
6214;Roeland Cornelis van Overvelt & Diverina Maria van der Houwe;Bruidspaar;1748;
6215;Cornelia Margaretha van Overvelt;Auteur;;
6216;George Constantyn van Overvelt;Auteur;;
6217;Willem Frederik ter Horst;Auteur;;
6218;Herbert van der Mey & Maria van den Bergh;Bruidspaar;1733;
6219;Kornelis van Hamont;Drukker;;Rotterdam
6220;M. van den Bergh;Auteur;;
6221;Willem van Oosterwyk & Anna Bruyn;Bruidspaar;1744;
6222;Kornelis van I Tongerlo;Drukker;;Amsterdam
6223;Hendrik Y.B.A. Boom;Auteur;;
6224;Willem Harbers;Auteur;;
6225;Cornelis Angel;Auteur;;
6226;Jan van Voorst & Willemina Aletta Kien;Bruidspaar;1757;
6227;Kroon;Drukker;;Tiel
6228;Everard van Harscamp & Françoise Hendrina Berger;Bruidspaar;1759;
6229;Cornelia Elizabeth Mill;Auteur;;
6230;Cornelis Anthonius van Wachendorff;Auteur;;
6231;Alexander van Leuvenig & Anna Schorn;Bruidspaar;1708;
6232;Lambert Bertus;Drukker;;Maastricht
6233;Roelof Swaan & Christina Teulen;Bruidspaar;1709;
6234;Lambert Koop;Drukker;;Amsterdam
6235;Sicco Tjassens & Wobbina Tjaden;Bruidspaar;1734;
6236;Laurens Groenewolt;Drukker;;Groningen
6237;Hermannus Werumeus;Auteur;;
6238;Jacobus van Buizen;Auteur;;
6239;Johannes Werumeus & Sara Hoeth;Bruidspaar;1732;
6240;Gerardus Kuypers & Josina Petronella Alberda;Bruidspaar;1759;
6241;Freederyk Dumant & Maria van Bleiswyk;Bruidspaar;1699;
6242;Laurens van der Wiel;Drukker;;Schiedam
6243;Theodorus van Bleyswyk & Amarante van der Staal;Bruidspaar;1683;
6244;Lescailje;Drukker;;Amsterdam
6245;Isaac Nylant & Johanna de Veer;Bruidspaar;1725;
6246;Abraham de Veer;Auteur;;
6247;Isaac Kintsius;Auteur;;
6248;Pieter de Veer;Auteur;;
6249;Adriaen Maten & Maria van Vollenhoven;Bruidspaar;1721;
6250;Jan de Wys & Catharina van Os;Bruidspaar;1683;
6251;Sybrand Feitama;Auteur;;
6252;Jacob Heyblocq & Maria de Lange;Bruidspaar;1650;
6253;Job van Meekeren;Auteur;;
6254;Joan van Norden & Arlandyne van Hoorn;Bruidspaar;1691;
6255;Jan van den Bosch & Cornelia Eliana Scott;Bruidspaar;1720;
6256;Jan Hendrik Duisenberg & Alida Brandt;Bruidspaar;1759;
6257;Christoffel Brandt;Auteur;;
6258;Jan Hinlopen & Johanna van Goor;Bruidspaar;1712;
6259;Joannes Bogaert;Auteur;;
6260;Jan van Loon & Cornelia Munter;Bruidspaar;1724;
6261;Hendrik Stadlander & Emelia van Vollenhoven;Bruidspaar;1725;
6262;J.J. Coppenol Efflant;Auteur;;
6263;Abraham Welzing;Auteur;;
6264;Abraham Vederman & Ida Gravius;Bruidspaar;1678;
6265;Joannes Witma;Auteur;;
6266;Franciscus Sylvius & Anna de Linge;Bruidspaar;1649;
6267;Matheus de Neufville & Maria de Neufville;Bruidspaar;1699;
6268;David van Gent & Johanna de Haan;Bruidspaar;1706;
6269;Temotheus van Rofhuizen & Maria Bloodts;Bruidspaar;1679;
6270;Reiner Gysbertsz Fontein & Ybeltje Hermans Nauta;Bruidspaar;1680;
6271;Joannes de Komans Canjoncle;Auteur;;
6272;Gerard van Oosten & Anna Catharina Luyken;Bruidspaar;1681;
6273;Harmannus Amya & Catharina de Vogelaar;Bruidspaar;1683;
6274;Michiel Elias;Auteur;;
6275;David Lingelbach;Auteur;;
6276;C. van Ditsom;Auteur;;
6277;M. Adriaensz Gevelman;Auteur;;
6278;J. van Geleyn;Auteur;;
6279;Josua Eyssen & Anna Elisabeth Coster;Bruidspaar;1684;
6280;D. Coster;Auteur;;
6281;Nicolaas Corver & Agneta Hasselaer;Bruidspaar;1685;
6282;Daniel Doornick & Elizabeth Heynen;Bruidspaar;1687;
6283;C. Hoogendorp;Auteur;;
6284;Joan van Vollenhove & Maria Palm;Bruidspaar;1690;
6285;Antoni Rutgers & Maria Rutgers;Bruidspaar;1694;
6286;Gale Gales & Katarina La Clé;Bruidspaar;1698;
6287;Jacob Feitama & Sara van Lennep;Bruidspaar;1698;
6288;Gerard Reessen & Geertruid van der Keere;Bruidspaar;1698;
6289;Anthony Bogaert;Auteur;;
6290;François de A.W. Kaarsgieter;Auteur;;
6291;Pierre Marin;Auteur;;
6292;Gerard Hilken & Anna Brants;Bruidspaar;1698;
6293;Jan de Water;Auteur;;
6294;François Kox & Sara de Stoppelaar;Bruidspaar;1698;
6295;Abraham Hoorens & Catharina Linnich;Bruidspaar;1699;
6296;Abraham Verhammen & Catharina de Neufville;Bruidspaar;1700;
6297;Isaac Simkinson & Elizabeth Clifford;Bruidspaar;1700;
6298;P.M. D.S.;Auteur;;
6299;Guillermo Du Try & Cornelia Houtman;Bruidspaar;1700;
6300;Adriaan Oets & Maria de Lange;Bruidspaar;1700;
6301;Daniel Cornelisz Hoorens & Margareta Blok;Bruidspaar;1700;
6302;George Hoffham & Geertruida Geelings;Bruidspaar;1701;
6303;Jacob van der Keere & Johanna Verhammen;Bruidspaar;1702;
6304;Hendrik van Beeck & Debora van Vollenhoven;Bruidspaar;1702;
6305;François van Halmael & Sara de Witt;Bruidspaar;1703;
6306;Jacob Marchant & Jorina Copyn;Bruidspaar;1705;
6307;Cornelis Marchant;Auteur;;
6308;A. Grosthuysen;Auteur;;
6309;Pieter van der Biet & Maria Koning;Bruidspaar;1705;
6310;Coenraad Christoffers & Klare Margarete Volkerts;Bruidspaar;1705;
6311;Pieter Nuyts;Auteur;;
6312;Johannes de Haan & Sibilla van de Sand;Bruidspaar;1706;
6313;Isaac Snep & Cornelia Slagregen;Bruidspaar;1706;
6314;Jan van Aken & Elizabet Vermeersch;Bruidspaar;1706;
6315;Hendrik J.V.L. Leeuwschen;Auteur;;
6316;Jan Kalckoen;Auteur;;
6317;Jacob van Lennep & Susanna Rutgers;Bruidspaar;1706;
6318;Ysbrand Vincent;Auteur;;
6319;Arnold van Oud & Geertruid Haak;Bruidspaar;1706;
6320;Jan Hondius & Elizabeth Visscher;Bruidspaar;1706;
6321;L.C. J.J.O.;Auteur;;
6322;Joannes Bontekoning & Cornelia Ubbenius;Bruidspaar;1707;
6323;Pieter van der Heyden & Joanna Berveling;Bruidspaar;1707;
6324;Hermanus Berveling;Auteur;;
6325;H. van der Heyden;Auteur;;
6326;Michiel Blok & Maria van Beeck;Bruidspaar;1707;
6327;Ambrosius Gosche & Anna van Oudshoorn;Bruidspaar;1707;
6328;Andries Dorp & Adriana Styvers;Bruidspaar;1707;
6329;Abraham van Heule & Aemilia Perling;Bruidspaar;1707;
6330;Matthys Westendorp & Elizabeth Hartsen;Bruidspaar;1707;
6331;Gerrit Fortgens & Anna Gryspeert;Bruidspaar;1707;
6332;David Mattheus de Neufville & Jacoba van Gelder;Bruidspaar;1708;
6333;Jacob Adriaansz Hennebo & Magdalena Barnaart;Bruidspaar;1708;
6334;Cornelis Marchant & Christina Uilenberg;Bruidspaar;1708;
6335;Jacob Coesaart & Ida Arnold;Bruidspaar;1710;
6336;Hendrik van Speek & Catharina van Oosten;Bruidspaar;1710;
6337;Victor de Haan & Anna van Gesser;Bruidspaar;1710;
6338;I. Pz. de Haan;Auteur;;
6339;A. van der Styl;Auteur;;
6340;Nicolaas Asschenbergh & Sophia Hartgers;Bruidspaar;1710;
6341;Gualterus de Raad & Anna Maria Muilman;Bruidspaar;1711;
6342;Dirk Buysero;Auteur;;
6343;FranÃ§ois de Kaarsgieter;Auteur;;
6344;Abraham Verhamme & Maria Snep;Bruidspaar;1700;
6345;Jacob Alewynz Ghyzen & Juliana van der Schelling;Bruidspaar;1695;
6346;Jan de Heeger & Suzanna Swigtenheuvel;Bruidspaar;1723;
6347;Jacob van Mollem & Maria Zydervelt;Bruidspaar;1692;
6348;Jan Nieuwkerk & Sara Boursse;Bruidspaar;1708;
6349;Pieter Koolaart & Elizabeth Hoofman;Bruidspaar;1693;
6350;Nicolaas Le Seutre & Geertruyd Out;Bruidspaar;1690;
6351;Joan Elias Huidekooper & Agatha Hasselaar;Bruidspaar;1692;
6352;Joan Teyler & Maria van Geleyn;Bruidspaar;1695;
6353;Daniel Hoorens Cornelisz & Margareta Block;Bruidspaar;1700;
6354;Jan Ermen & Maria Lups;Bruidspaar;1719;
6355;Arnout II Leers & Katharyne Soetens;Bruidspaar;1673;
6356;Levijn van I Dijck;Drukker;;s-Gravenhage
6357;M.S.;Auteur;;
6358;Peter van Beeck & Johanna de Petain;Bruidspaar;1650;
6359;Lodewijck Spillebout;Drukker;;Amsterdam
6360;Jan Bara;Auteur;;
6361;Gysbert van Hogendorp & Maria Elizabet Radermacher;Bruidspaar;1751;
6362;Louis Davidsz Taillefert;Drukker;;Middelburg
6363;Michiel Mounier & Jacomina Imans;Bruidspaar;1752;
6364;Adriaan de Grande & Eva Maria Castelein;Bruidspaar;1707;
6365;Arnout van Brakel & Adriana Huysens;Bruidspaar;1648;
6366;Ludolph Breeckevelt;Drukker;;s-Gravenhage
6367;Conrad Romeling;Auteur;;
6368;Jacob Paedts & Cornelia Dina van Hoogheveen;Bruidspaar;1675;
6369;Maarten van Leeuwen;Drukker;;Leiden
6370;J. van Gebertshagen;Auteur;;
6371;C. van Sonderen;Auteur;;
6372;Petrus Hennebo;Auteur;;
6373;Jacob Paedts & Cornelia Dina van Hoogeveen;Bruidspaar;1675;
6374;Jacobus de Visch & Angenita Schepmoes;Bruidspaar;1713;
6375;Marcelis van Heems;Drukker;;Amsterdam
6376;J. Vincent;Auteur;;
6377;W. Somer;Auteur;;
6378;Z. Vincent;Auteur;;
6379;Marten Fesma & Margareta van Leeuwaarden;Bruidspaar;1684;
6380;Marcus Willemsz Doornick;Drukker;;Amsterdam
6381;Nicolaus Haring & Susanna Marcus;Bruidspaar;1663;
6382;Joannes Trip & Elisabeth Tielens;Bruidspaar;1713;
6383;Antony Menssendyk & Adriana Knappert;Bruidspaar;1755;
6384;Marcus Boerhaven & Christina Bochellion;Bruidspaar;1621;
6385;Marten Jansz Brandt;Drukker;;Amsterdam
6386;Salomon Echtenius & Magdalena Clock;Bruidspaar;1640;
6387;Henricus Du Rulaeus;Auteur;;
6388;Jacobus Bois;Auteur;;
6389;Henricus Velthusius;Auteur;;
6390;Adriaen Paauw & Cornelia Paauw;Bruidspaar;1644;
6391;P.S. Kagman;Auteur;;
6392;Claas van Veen & Maria Bodisco;Bruidspaar;1725;
6393;Jan Adriaensz Blok & Katharina van Raad;Bruidspaar;1724;
6394;A. Adriaensz Blok;Auteur;;
6395;P.V.G.;Auteur;;
6396;Jan van Heemskerk & Catharina Du Sart;Bruidspaar;1725;
6397;Jan Sart;Auteur;;
6398;Abraham Fortgens & Sara Apostool;Bruidspaar;1739;
6399;Martinus Petzold;Drukker;;Amsterdam
6400;Jacob Fortgens;Auteur;;
6401;Samuel Apostool;Auteur;;
6402;Willem Butler & Maria Leeser;Bruidspaar;1724;
6403;Jan Brandt (Jr);Auteur;;
6404;Jacob Leeser;Auteur;;
6405;H. Oortman;Auteur;;
6406;R. van Gelder;Auteur;;
6407;Martinus van der (wed) Veen;Drukker;;Franeker
6408;Gerard van Bleyenburg & Wyva Ida Mooy;Bruidspaar;1759;
6409;Martinus van Ternaten;Drukker;;Amsterdam
6410;Arent Mooy;Auteur;;
6411;Jerphs. Jan van Woesik;Auteur;;
6412;Philip Anthony Jacobsen;Auteur;;
6413;Claas Mooy;Auteur;;
6414;Jacobus van den Noort;Auteur;;
6415;Elbertus Verlee;Auteur;;
6416;Mento Mentes & Johanna Visch;Bruidspaar;1750;
6417;Matthaeus Visch;Drukker;;Utrecht
6418;Theodorus Mentes;Auteur;;
6419;Gerard de Beveren & Anna Eling;Bruidspaar;1687;
6420;Mattheus van Nispen;Drukker;;Dordrecht
6421;Wouter van der Dussen & Johanna de Jong;Bruidspaar;1642;
6422;Matthijs Bastiaensz;Drukker;;Rotterdam
6423;Marcelis Verbeeck & Maria Pieters van Mal;Bruidspaar;1634;
6424;Abraham de Groot;Auteur;;
6425;Georgius Costius & Margarita van Dommelen;Bruidspaar;1654;
6426;Matthijs I (wed) Wagens;Drukker;;Rotterdam
6427;Nathanaël Cost;Auteur;;
6428;Dirk Trip & Jacoba Elizabeth van Stryen;Bruidspaar;1760;
6429;Matthys Dalemans;Drukker;;Amsterdam
6430;Johannes Leusden & Elisabeth Nyepoort;Bruidspaar;1661;
6431;Meinardus van Dreunen;Drukker;;Utrecht
6432;Matthias Nethenus;Auteur;;
6433;Petrus van Balen;Auteur;;
6434;T.Is Hooghgenoch;Auteur;;
6435;Sibertus van Romondt & Margareta Christina van Muyden;Bruidspaar;1719;
6436;Melchior Leonard Charlois;Drukker;;Utrecht
6437;Arent Albert de Ruever & Suzanna Maria van de Wall;Bruidspaar;1721;
6438;Isaac Ubingh & Agnes Ormea;Bruidspaar;1727;
6439;D. Oortman;Auteur;;
6440;H. van der Mark;Auteur;;
6441;Michel Böhm;Drukker;;Rotterdam
6442;Andries Oudaen & Kornelia Messchaert;Bruidspaar;1719;
6443;Gillis Vermeersch & Maria Fontein;Bruidspaar;1680;
6444;Michiel (wed) Pietersz;Drukker;;Amsterdam
6445;Michiel Schryver;Drukker;;Middelburg
6446;Jan Wybo;Auteur;;
6447;Pieter de Coup & Lucea Anna Boudens;Bruidspaar;1729;
6448;Jan Kauwelier;Auteur;;
6449;Martinus Jacobus Huysman & Johanna Maria van Citters;Bruidspaar;1729;
6450;Mathys van Leeuwaerden & Elisabeth Loonis Wydoogen;Bruidspaar;1679;
6451;J. van Leeuwaerden;Auteur;;
6452;Anna Insma;Auteur;;
6453;Pieter Robidé & Catharina Maria Boom;Bruidspaar;1696;
6454;Everard de Burlett & Cornelia van Echten;Bruidspaar;1750;
6455;Anna Frederica Burghart de Lange;Auteur;;
6456;Annetje Groot;Auteur;;
6457;Simon Tetterode & Johanna Margareta de Burlett;Bruidspaar;1742;
6458;Everard de Burlett;Auteur;;
6459;Daniël de Burlett de jonge;Auteur;;
6460;J. Hoepelingh Pietersz;Auteur;;
6461;Jan Simons & Johanna Sara Noël;Bruidspaar;1750;
6462;Harmanus Sweeres;Drukker;;Amsterdam
6463;Elisabet Maria ten Hove;Auteur;;
6464;Aernoud Noël;Auteur;;
6465;François Noël;Auteur;;
6466;J.S.M.;Auteur;;
6467;Abraham ten Have;Auteur;;
6468;J. Hantelman;Auteur;;
6469;J.J.F.;Auteur;;
6470;Jan Stam & Margareta Kock;Bruidspaar;1728;
6471;Nicolaas Bos;Drukker;;Rotterdam
6472;Dirk de Back & Jakoba van Kouwenhoven;Bruidspaar;1715;
6473;J. de Back;Auteur;;
6474;S.H. Kruger;Auteur;;
6475;Joan Viruly & Maria de Lange;Bruidspaar;1722;
6476;Joan van der Werken & Alida Holthenus;Bruidspaar;1728;
6477;Willem A.P. Bysterus;Auteur;;
6478;Kornelis Kriek;Auteur;;
6479;Dirk de Backen & Jacoba van Kouwenhoven;Bruidspaar;1715;
6480;Simon Henric Cruger;Auteur;;
6481;Cornelis Sinkelaar & Alida Cornelia van Oosterhout;Bruidspaar;1742;
6482;Nicolaas Byl;Auteur, Drukker;;Amsterdam
6483;Johannes van Oosterhout;Auteur;;
6484;Reinier van Oosterhout;Auteur;;
6485;Dirk Berk;Auteur;;
6486;Joannes Wichers;Auteur;;
6487;Roeloff Woudman & Anna Catharina Heggers;Bruidspaar;1745;
6488;Mattheus Christiaansz Heggers;Auteur;;
6489;M. van Zuylen;Auteur;;
6490;Mattheus Swaving;Auteur;;
6491;Christianus Swaving;Auteur;;
6492;Joannes Maiden;Auteur;;
6493;F.J. Veltkamp;Auteur;;
6494;Nicolaas Lobedanius;Drukker;;Amsterdam
6495;Antony Klok & Elizabeth Zorg;Bruidspaar;1721;
6496;Nicolaas van Veen & Anna Asschenberg;Bruidspaar;1711;
6497;Hendrik Huiting & Sara Bakker;Bruidspaar;1724;
6498;Dirk Burries & Maria Schonenberg;Bruidspaar;1721;
6499;H.H. van Veen;Auteur;;
6500;Johan Ortt & Adriana Huydecoper;Bruidspaar;1749;
6501;Nicolaas Lydelof;Drukker;;Amsterdam
6502;Nicolaas Potgieter;Drukker;;Amsterdam
6503;I.Iz Heisterman;Auteur;;
6504;Andreas Conring & Christina Elisabeth Sichterman;Bruidspaar;1725;
6505;Johannis van Schalkwyk & Sophia Vergeer;Bruidspaar;1700;
6506;Nicolaas Smit;Drukker;;Amsterdam
6507;Johannes Domburg;Auteur;;
6508;Joh. Domburg;Auteur;;
6509;Thomas van Wyndersel & Maria Hooghuysen;Bruidspaar;1720;
6510;Nicolaas ten Hoorn;Drukker;;Amsterdam
6511;Johannes Wilhelmus Martini;Auteur;;
6512;Elias Hooghuysen;Auteur;;
6513;Joannes Atlee & Cornelia Maria Oosterdyk;Bruidspaar;1753;
6514;Nicolaas van Vucht;Drukker;;Utrecht
6515;Willem van der Keere;Auteur;;
6516;Henricus de Vries & Catharina Willems;Bruidspaar;1620;
6517;Nicolaes Biestkens;Drukker;;Amsterdam
6518;Mathaeus Smidt & Catharina Pibinga;Bruidspaar;1726;
6519;Nicolaes Schotanus;Drukker;;Franeker
6520;Johannes Breberenus van Dijk & Sibylla Bouwens;Bruidspaar;1640;
6521;Nicolaes van Hervelt;Drukker;;Nijmegen
6522;Johannes Smetius;Auteur;;
6523;Machiel Moris & Sara de La Tombe;Bruidspaar;1642;
6524;Nicolaes van Ravesteyn;Drukker;;Amsterdam
6525;Johannes Hooghcamer & Clara Vinck;Bruidspaar;1636;
6526;M. Hoefysers;Auteur;;
6527;Adriaen de Hertogh & Elizabeth Boshuysen;Bruidspaar;1636;
6528;Nicolaes Rochus van de Kapel & Elisabeth Suyrland;Bruidspaar;1640;
6529;Ysaack Deurhof & Cornelia van de Rosieren;Bruidspaar;1641;
6530;Petrus Reigersbergius & Agnes Hooftman;Bruidspaar;1641;
6531;Isaac Gruterus;Auteur;;
6532;Adam Heysterman & Hester Mol;Bruidspaar;1643;
6533;Christiaen Willocqueau & Maria van Breugel;Bruidspaar;1645;
6534;Antonius Matthaeus & Anna Pontanus;Bruidspaar;1633;
6535;Nicolaes van Wieringen;Drukker;;Harderwijk
6536;Hendrik van Diest;Auteur;;
6537;Johan van Wynbergen;Auteur;;
6538;Jacobus Revius;Auteur;;
6539;Marcus Zuerius Boxhorn;Auteur;;
6540;Johannes Isacus Pontanus;Auteur;;
6541;Elias Trip & Margarita Schrasserts;Bruidspaar;1628;
6542;R. Eybergen;Auteur;;
6543;Willem Mauritz Bax & Janette Hoefysers;Bruidspaar;1630;
6544;Adriaan de Sticke;Auteur;;
6545;Gerhard Creyinck t'Overlaer & Anna van Rhemen ter Hoeven;Bruidspaar;1640;
6546;Gerrit van Thiel;Auteur;;
6547;Cornelis van Teylingen & Johanna Jacoba Dyklander;Bruidspaar;1723;
6548;Niklaas Dor;Auteur, Drukker;;Amsterdam
6549;Roelof Robyn & Maria van der Linden;Bruidspaar;1722;
6550;Swerus Robyn;Auteur;;
6551;Ph Swaan;Auteur;;
6552;Pieter Cleevering van Vyve & Margareta de Mourheron;Bruidspaar;1724;
6553;N. Cleevering van Vyve;Auteur;;
6554;B. van Vyve;Auteur;;
6555;Hendrik de Wys & Tetje van den Burgstee;Bruidspaar;1702;
6556;Niklaas Neus;Drukker;;Amsterdam
6557;Jakobus van Lintz & Anna de Regt;Bruidspaar;1687;
6558;Daniel Jan Barnard & Maria Six;Bruidspaar;1695;
6559;P. Joghemsz;Auteur;;
6560;Hans George van Auerswalt & Clara Maria van Oudenstein;Bruidspaar;1716;
6561;Nikolaas Mol;Drukker;;Alkmaar
6562;Theodorus Saskerus;Auteur;;
6563;Nicolaas Vryburgh;Auteur;;
6564;J.U.S.;Auteur;;
6565;Franciscus Witsen & Esther Cuperus;Bruidspaar;1715;
6566;Daniel Baert & Cornelia Brandt;Bruidspaar;1718;
6567;Pieter Pietermaat & Elizabeth Pond;Bruidspaar;1720;
6568;Joan Alberti & Katharina Lusia van Ravesteyn;Bruidspaar;1721;
6569;Everardina Jakoba de With;Auteur;;
6570;Jacob de Jonge & Elizabeth Snoek;Bruidspaar;1722;
6571;Nicolaas van de Velde & Catharina Maria Vryburgh;Bruidspaar;1721;
6572;Marcus Zuerius Boxhorn & Susanna Duivelaar;Bruidspaar;1639;
6573;Petrus Scriverius;Auteur;;
6574;Jan van Bruggen & Sara Toll;Bruidspaar;1725;
6575;Ottens;Drukker;;Amsterdam
6576;P. van Bruggen;Auteur;;
6577;Hendrik Coeymans;Auteur;;
6578;Gerardus Maatschoen & Maria de Bree;Bruidspaar;1728;
6579;Karel de Roy & Petronella Maria Plucker;Bruidspaar;1756;
6580;Dirk Smith & Johanna Capelle;Bruidspaar;1727;
6581;P.A. (wed en erven) Proper;Drukker;;
6582;Neuber geb. Heinius;Auteur;;
6583;Jacob Christiaens van Eeghen & Maria Bocxhoorn;Bruidspaar;1662;
6584;Passchier van II Wesbusch;Drukker;;Haarlem
6585;Pieter van Westreenen & Geertruyd Leegkerk;Bruidspaar;1688;
6586;Paulus (erven) Matthijsz;Drukker;;Amsterdam
6587;M. van Westreenen;Auteur;;
6588;Pieter van West-reenen & Geertruyd Leegkerk;Bruidspaar;1688;
6589;Nikolaas Verschaak & Apollonia van Bergen;Bruidspaar;1720;
6590;Paulus (wed) Boekenes;Drukker;;Rotterdam
6591;Anthonius van Hede & Margarita van Halewyn;Bruidspaar;1618;
6592;Paulus Aertsz van Ravesteyn;Drukker;;Amsterdam
6593;Rombout Jacobsen & Hillegonda van Baesdorp;Bruidspaar;1616;
6594;Cornelis Kanter & Elisabet Lamberts;Bruidspaar;1618;
6595;Theodoor Rodenburg;Auteur;;
6596;Cornelis Dieryckz & Magdalena Ruts;Bruidspaar;1618;
6597;Lucas van Valckenburgh & Susanna Coeymans;Bruidspaar;1619;
6598;Jan Jacobsz Kan & Elizabeth Pieters Krabbemoers;Bruidspaar;1619;
6599;Paulus Timmerman & Magdalena Camp;Bruidspaar;1614;
6600;Jeremias Plancius & Elisabet de Marez;Bruidspaar;1615;
6601;D. Plancius;Auteur;;
6602;H. Vogelius;Auteur;;
6603;Daniel Mostart;Auteur;;
6604;Hans Martens & Angnita Jansd Engels;Bruidspaar;1616;
6605;Mathaeus Cleinaert & Eerlant Lambert;Bruidspaar;1616;
6606;Cornelis van Coeschot & Catarina van Gisselen;Bruidspaar;1616;
6607;Bartholomeus van Mildert & Elizabeth Flores;Bruidspaar;1616;
6608;Abraham van Mildert;Auteur;;
6609;Hendrick Martens & Anneken Jansd;Bruidspaar;1616;
6610;Quintyn Claesz Delleman & Lucretia Sluyters;Bruidspaar;1617;
6611;Jacobus van Cralingen & Magdalena van Soest;Bruidspaar;1617;
6612;I. Striemes;Auteur;;
6613;Meynert van Buren & Diewer Jacobs;Bruidspaar;1617;
6614;Abraham Maior & Martyntjen Harmans;Bruidspaar;1617;
6615;Hendrick Evertsz Paes & Katharina de Harduyn;Bruidspaar;1617;
6616;Pieter Benoyt & Anna de Marez;Bruidspaar;1618;
6617;Dieryck Ysbrantsz Rodenburg & Catharina Boelen;Bruidspaar;1618;
6618;Peter Le Febvre & Nicole Wymer;Bruidspaar;1618;
6619;Gysbert Coning & Aefken Jans;Bruidspaar;1618;
6620;Daniel Vorstens & Cornelia Michielsd;Bruidspaar;1618;
6621;Nicolaas Jans & Margareta Stoffels;Bruidspaar;1618;
6622;Hendrick van Dortmont & Catarina Assenborghs;Bruidspaar;1618;
6623;Joannes Roelants;Auteur;;
6624;Caspar Celos & Helena Spees;Bruidspaar;1618;
6625;Justus Coppier & Jacoba van Teylingen;Bruidspaar;1618;
6626;Anthoni Aertsz & Hillegont Laurensd;Bruidspaar;1618;
6627;Dirck Pietersz Brugman & Geertruyd Hermans Overwater;Bruidspaar;1619;
6628;J. Coevershof;Auteur;;
6629;Joannes Boddens & Susanna Rudts;Bruidspaar;1619;
6630;Jean Klocker & Maria Drumez;Bruidspaar;1619;
6631;Joan Vernat & Sara van Gheel;Bruidspaar;1620;
6632;Jaques Jacobsz Rombouts & Maria Françoisd Du Gardyn;Bruidspaar;1621;
6633;Emanuel Colijn de Thovoyon & Catharina Cloppenburg;Bruidspaar;1622;
6634;Jan Jansz van Geel & Elisabeth Lampsius;Bruidspaar;1623;
6635;Jaques Jacobsz Rombouts;Auteur;;
6636;Alard Krombalck & Maria Tesselschade Roemers Visscher;Bruidspaar;1623;
6637;Christiaen Bochellion & Catharina de Wulf;Bruidspaar;1624;
6638;Cornelis Leendertsz Keyser & Hillegont Menten;Bruidspaar;1626;
6639;C.A. Keyser;Auteur;;
6640;Abraham Heydanus & Sara Looten;Bruidspaar;1627;
6641;Johannes H.A. Heydanus;Auteur;;
6642;Barend Lampe & Maria van Ravesteyn;Bruidspaar;1629;
