0;Database;Jaar;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs
415;KB;1721.0;Christiaan van Boneval;Anna Doornekroon;Christiaan van Boneval & Anna Doornekroon;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johanna Catrina van Boneval;Willem van Boneval;Cornelia Overbeek;Geertruij Sara van Boneval;Ferdinandus van Boneval;Johannes van Oosterwyk;Willem van der Hoeven;Claas Bruin;;;;;;;;;;;;;;;Johanna Catrina van Boneval, Willem van Boneval, Cornelia Overbeek, Geertruij Sara van Boneval, Ferdinandus van Boneval, Johannes van Oosterwyk, Willem van der Hoeven, Claas Bruin
528;KB;1721.0;Cornelis Aemilius;Johanna Maria van der Meulen Niellius;Cornelis Aemilius & Johanna Maria van der Meulen Niellius;Jan van Beyeren;Alkmaar;Den Haag;Jacob Josias Vryburgh van de Kapelle;Jacob Lakeman;Maarten Kind;;;;;;;;;;;;;;;;;;;;Jacob Josias Vryburgh van de Kapelle, Jacob Lakeman, Maarten Kind
529;KB;1721.0;Gerardus Aemilius;Elizabeth Antonia van der Meulen Niellius;Gerardus Aemilius & Elizabeth Antonia van der Meulen Niellius;Jan van Beyeren;Alkmaar;;Jacob Josias Vryburgh van de Kapelle;Jacob Lakeman;Maarten Kind;Guiliam Toussaint Domis;;;;;;;;;;;;;;;;;;;Jacob Josias Vryburgh van de Kapelle, Jacob Lakeman, Maarten Kind, Guiliam Toussaint Domis
530;KB;1721.0;Robertus Aemilius;Maria de Hennion;Robertus Aemilius & Maria de Hennion;Jan van Beyeren;Alkmaar;Scheveningen;Jacob Josias Vryburgh van de Kapelle;Jacob Lakeman;Maarten Kind;Guiliam Toussaint Domis;;;;;;;;;;;;;;;;;;;Jacob Josias Vryburgh van de Kapelle, Jacob Lakeman, Maarten Kind, Guiliam Toussaint Domis
608;KB;1721.0;Jan van Dinteren;Susanna Coleprys;Jan van Dinteren & Susanna Coleprys;Willem Barents;Amsterdam;Amsterdam;George Wetstein;Jan van Dinteren;;;;;;;;;;;;;;;;;;;;;George Wetstein, Jan van Dinteren
647;KB;1721.0;Abraham Hazeu;Sara Rotteveel;Abraham Hazeu & Sara Rotteveel;Reinier Boitet;Delft;Amsterdam;J. van der Tas van Yzenberg;Tileman Tamé;;;;;;;;;;;;;;;;;;;;;J. van der Tas van Yzenberg, Tileman Tamé
781;KB;1721.0;Arent Albert de Ruever;Suzanna Maria van de Wall;Arent Albert de Ruever & Suzanna Maria van de Wall;Melchior Leonard Charlois;Utrecht;Amsterdam;Dionys Oortman;Henrik van der Marck;;;;;;;;;;;;;;;;;;;;;Dionys Oortman, Henrik van der Marck
803;KB;1721.0;Leonardus de Smidt;Sara Jacoba Immens;Leonardus de Smidt & Sara Jacoba Immens;Simon I Clement;Middelburg;Amsterdam;Adam de Smidt;;;;;;;;;;;;;;;;;;;;;;Adam de Smidt
815;KB;1721.0;Kornelis Terwen;Johanna Rees;Kornelis Terwen & Johanna Rees;Joannes van Braam;Dordrecht;Zwolle;Joannes van Braam;;;;;;;;;;;;;;;;;;;;;;Joannes van Braam
825;KB;1721.0;Isaac Ubingh;Hendrina Elisabeth Voet van Winssen;Isaac Ubingh & Hendrina Elisabeth Voet van Winssen;Melchior Leonard Charlois;Utrecht;Leiden;Henrik van der Marck;;;;;;;;;;;;;;;;;;;;;;Henrik van der Marck
909;KB;1721.0;Petrus Nahuys;Cornelia van Haring;Petrus Nahuys & Cornelia van Haring;Endenburgh;Gouda;Amsterdam;W. van Streefland;;;;;;;;;;;;;;;;;;;;;;W. van Streefland
1350;KB;1721.0;Antony Klok;Elizabeth Zorg;Antony Klok & Elizabeth Zorg;Nicolaas Lobedanius;Amsterdam;;Abraham Bógaert;A.B.A.;;;;;;;;;;;;;;;;;;;;;Abraham Bógaert, A.B.A.
1399;KB;1721.0;Joan Alberti;Katharina Lusia van Ravesteyn;Joan Alberti & Katharina Lusia van Ravesteyn;Nikolaas Mol;Alkmaar;Amsterdam;Henriette Elizabeth de With;Katharina Johanna de With;Everardina Jakoba de With;Sara Maria van Ravesteyn;Jacob Josias Vryburgh van de Kapelle;Laurens Steversloot;Jan Huibert Jungius;Gerardus Kempher;Jacob Lakeman;Johannes Schroder;Wilhelmus La Bordus;Maarten Kind;;;;;;;;;;;Henriette Elizabeth de With, Katharina Johanna de With, Everardina Jakoba de With, Sara Maria van Ravesteyn, Jacob Josias Vryburgh van de Kapelle, Laurens Steversloot, Jan Huibert Jungius, Gerardus Kempher, Jacob Lakeman, Johannes Schroder, Wilhelmus La Bordus, Maarten Kind
1417;KB;1721.0;Johan Martyn;Elizabeth Roosekrans;Johan Martyn & Elizabeth Roosekrans;Anzelmus Muntendam;Utrecht;Utrecht;;;;;;;;;;;;;;;;;;;;;;;
1483;KB;1721.0;Jacob Jacobsz Ploos van Amstel;Sara Rothé;Jacob Jacobsz Ploos van Amstel & Sara Rothé;Johannes van Oosterwyk;Amsterdam;Danzig/Gdansk;Isaac Lohoff;Johannes van Oosterwyk;Willem Kroon;C. Lohoff;;;;;;;;;;;;;;;;;;;Isaac Lohoff, Johannes van Oosterwyk, Willem Kroon, C. Lohoff
1484;KB;1721.0;Abraham Des Amorie;Angelica Hugaert;Abraham Des Amorie & Angelica Hugaert;Johannes van Oosterwyk;Amsterdam;Haarlem;Cornelius van Arckel;Abraham van Loon;Willem van der Hoeven;Claas Bruin;Pieter Langendyk;Govert van Mater;Gijsbert Tysens;Johannes van Oosterwyk;;;;;;;;;;;;;;;Cornelius van Arckel, Abraham van Loon, Willem van der Hoeven, Claas Bruin, Pieter Langendyk, Govert van Mater, Gijsbert Tysens, Johannes van Oosterwyk
1485;KB;1721.0;Herman van Broyel;Anna Aletta Beck;Herman van Broyel & Anna Aletta Beck;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Hermannus Angelkot;Jan van Leeuwen;Abraham van Broyel;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Hermannus Angelkot, Jan van Leeuwen, Abraham van Broyel
1486;KB;1721.0;Jacobus (Jr) Barnaart;Maria Suzanna Witkops;Jacobus (Jr) Barnaart & Maria Suzanna Witkops;Johannes van Oosterwyk;Amsterdam;Amsterdam;Jan Baptista Wellekens;Claas Bruin;Willem van der Hoeven;Govert van Mater;Pieter (Jr) Merkman;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Claas Bruin, Willem van der Hoeven, Govert van Mater, Pieter (Jr) Merkman, Johannes van Oosterwyk
1487;KB;1721.0;François Vasmer;Geertruy van Drielst;François Vasmer & Geertruy van Drielst;Johannes van Oosterwyk;Amsterdam;Amsterdam;Fs van Zoelen;;;;;;;;;;;;;;;;;;;;;;Fs van Zoelen
1488;KB;1721.0;Thomas Babeling;Anna Louisa de Villers;Thomas Babeling & Anna Louisa de Villers;Johannes van Oosterwyk;Amsterdam;Rotterdam;Gijsbert van der J.D.M. Goot;Claas Bruin;Elbert Clermont;Johannes van Oosterwyk;Pieter Langendyk;Harmanus Meyer;C.V.H.G.;;;;;;;;;;;;;;;;Gijsbert van der J.D.M. Goot, Claas Bruin, Elbert Clermont, Johannes van Oosterwyk, Pieter Langendyk, Harmanus Meyer, C.V.H.G.
1489;KB;1721.0;Elias van Valencyn;Leonora Elisabeth Beck;Elias van Valencyn & Leonora Elisabeth Beck;Johannes van Oosterwyk;Amsterdam;Amsterdam Haarlem;Johannes van Oosterwyk;C.N. van Valencyn;Hermannus Angelkot;A.V.B.;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, C.N. van Valencyn, Hermannus Angelkot, A.V.B.
1533;KB;1721.0;Willem Jacobusz Kops;Maria Lintworm;Willem Jacobusz Kops & Maria Lintworm;Johannes van Oosterwyk;Amsterdam;Amsterdam;Claas Bruin;Johannes van Oosterwyk;Willem van der Hoeven;Pieter Langendyk;Gijsbert Tysens;J.V.P.;;;;;;;;;;;;;;;;;Claas Bruin, Johannes van Oosterwyk, Willem van der Hoeven, Pieter Langendyk, Gijsbert Tysens, J.V.P.
1534;KB;1721.0;Jacob George Roeters;Adriana van Buylaard;Jacob George Roeters & Adriana van Buylaard;Johannes van Oosterwyk;Amsterdam;Amsterdam;Claas Bruin;Johannes van Oosterwyk;Pieter Langendyk;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;Claas Bruin, Johannes van Oosterwyk, Pieter Langendyk, Gijsbert Tysens
1593;KB;1721.0;Willem Molenaar;Geertruid Heisterman;Willem Molenaar & Geertruid Heisterman;Nicolaas Potgieter;Amsterdam;Raamsdonk;I.Iz Heisterman;Jan Baptista Wellekens;;;;;;;;;;;;;;;;;;;;;I.Iz Heisterman, Jan Baptista Wellekens
2066;KB;1721.0;Engelbert Clumper;Alida Maria van Dorsten;Engelbert Clumper & Alida Maria van Dorsten;;;Amsterdam;Dirk Clumper;Claas Bruin;;;;;;;;;;;;;;;;;;;;;Dirk Clumper, Claas Bruin
2067;KB;1721.0;Pieter Muyser;Alida de Vries;Pieter Muyser & Alida de Vries;;;Rotterdam;Jan Baptista Wellekens;Claas Bruin;;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Claas Bruin
2068;KB;1721.0;François Straalman;Margareta Kops;François Straalman & Margareta Kops;;;Delft;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk
2069;KB;1721.0;Pieter Verduyn;Johanna van Leeuwen;Pieter Verduyn & Johanna van Leeuwen;;;Gorinchem;Willem van der Hoeven;Claas Bruin;Adriaan de Kramer;Harmanus Meyer;J.V.;Pieter Langendyk;Evert Visscher;;;;;;;;;;;;;;;;Willem van der Hoeven, Claas Bruin, Adriaan de Kramer, Harmanus Meyer, J.V., Pieter Langendyk, Evert Visscher
2070;KB;1721.0;Jan Koenerding;Adriana van Hoorn;Jan Koenerding & Adriana van Hoorn;;;Rotterdam;Jan Baptista Wellekens;;Jan van Dinteren;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Jan van Dinteren
2071;KB;1721.0;Joan Lubeex;Johanna de Jong;Joan Lubeex & Johanna de Jong;;;Den Haag;Izaak Du Sart;Joannes Hancock;Simon van Leeuwaarden;Samuel Sylvius;;;;;;;;;;;;;;;;;;;Izaak Du Sart, Joannes Hancock, Simon van Leeuwaarden, Samuel Sylvius
2166;KB;1721.0;Willem van Es;Kornelia Bruinis;Willem van Es & Kornelia Bruinis;;;Delft;Cornelius van Arckel;Joan Suderman;;;;;;;;;;;;;;;;;;;;;Cornelius van Arckel, Joan Suderman
2167;KB;1721.0;Abraham Toornvliet;Maria Krul;Abraham Toornvliet & Maria Krul;;;Amsterdam;Willem Mylius;;;;;;;;;;;;;;;;;;;;;;Willem Mylius
2168;KB;1721.0;Jan Boendermaker;Tryntje Buys;Jan Boendermaker & Tryntje Buys;;;Amsterdam;Cornelis Lely;;;;;;;;;;;;;;;;;;;;;;Cornelis Lely
2288;KB;1721.0;Gerrit de Lange;Margareta de Broen;Gerrit de Lange & Margareta de Broen;;;Rotterdam;de Lange;;;;;;;;;;;;;;;;;;;;;;de Lange
2666;KB;1721.0;Hendrik (Jr) Graauwhart;Cornelia van Heule;Hendrik (Jr) Graauwhart & Cornelia van Heule;;;Arnhem;Hendrik Graauwhart;David van Hoogstraten;;;;;;;;;;;;;;;;;;;;;Hendrik Graauwhart, David van Hoogstraten
2667;KB;1721.0;Mattheus Buys;Sophia Huydecoper van Maersseveen;Mattheus Buys & Sophia Huydecoper van Maersseveen;;;Rotterdam;Balthazar Huydecoper;;;;;;;;;;;;;;;;;;;;;;Balthazar Huydecoper
2668;KB;1721.0;David Bragee;Hendrina Gyzeling;David Bragee & Hendrina Gyzeling;;;Den Haag;Johannes Alderkerk;;;;;;;;;;;;;;;;;;;;;;Johannes Alderkerk
2669;KB;1721.0;Willem Molenaar;Geertruid Heisterman;Willem Molenaar & Geertruid Heisterman;;;Delft;;;;;;;;;;;;;;;;;;;;;;;
2670;KB;1721.0;Petrus van Ede;Anna Smient;Petrus van Ede & Anna Smient;;;;Pieter Adriaensz Verwer;Pieter Jansz Boer;N. Smient;;;;;;;;;;;;;;;;;;;;Pieter Adriaensz Verwer, Pieter Jansz Boer, N. Smient
2671;KB;1721.0;Hermanus Verwit;Anna van Cralingen;Hermanus Verwit & Anna van Cralingen;;;Gouda;Jan van Cralingen;;;;;;;;;;;;;;;;;;;;;;Jan van Cralingen
2672;KB;1721.0;Raimond Backer;Christina de Munt;Raimond Backer & Christina de Munt;;;;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg
2673;KB;1721.0;Cornelis van Swieten;Margareta Soet;Cornelis van Swieten & Margareta Soet;;;Leiden;;;;;;;;;;;;;;;;;;;;;;;
2674;KB;1721.0;Theodorus van Schelluine;Maria van der Snoek;Theodorus van Schelluine & Maria van der Snoek;;;Leiden;H.A. Sluyter;;;;;;;;;;;;;;;;;;;;;;H.A. Sluyter
2675;KB;1721.0;Nicolaas Sleght;Josina Edens;Nicolaas Sleght & Josina Edens;;;Amsterdam;Adriaan van Cattenburch;Cornelius van Arckel;Laurens Arminius;Jacob Viruly;Arnold Hoogvliet;J.V.M.;Jan Baptista Wellekens;Wouter Peereboom;Claas Bruin;Jan Wandelaar;;;;;;;;;;;;;Adriaan van Cattenburch, Cornelius van Arckel, Laurens Arminius, Jacob Viruly, Arnold Hoogvliet, J.V.M., Jan Baptista Wellekens, Wouter Peereboom, Claas Bruin, Jan Wandelaar
2676;KB;1721.0;Jan Bogaert;Maria van Dyk;Jan Bogaert & Maria van Dyk;;;Amsterdam;Jan Baptista Wellekens;Lambert van den Broek;;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Lambert van den Broek
2677;KB;1721.0;Frederik Ottens;Debora Hogeboom;Frederik Ottens & Debora Hogeboom;;;Leiden;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;;;;Gijsbert Tysens
2678;KB;1721.0;Jan Muller;Geertruid Mol;Jan Muller & Geertruid Mol;;;Den Haag;M.D. R.D.N. J.D.W.;;;;;;;;;;;;;;;;;;;;;;M.D. R.D.N. J.D.W.
2679;KB;1721.0;Samuel I Luchtmans;Kornelia van Musschenbroek;Samuel I Luchtmans & Kornelia van Musschenbroek;;;Den Haag;Joan Doornik;Hendrik Snakenburg;Theodoor van Snakenburg;Franciscus van Oudendorp;;;;;;;;;;;;;;;;;;;Joan Doornik, Hendrik Snakenburg, Theodoor van Snakenburg, Franciscus van Oudendorp
2680;KB;1721.0;Jan Du Rieu;Johanna van Arrewyne;Jan Du Rieu & Johanna van Arrewyne;;;Haarlem;J.C. van Arrewyne;Willem van der Hoeven;Harmanus Meyer;Adriaan de Kramer;;;;;;;;;;;;;;;;;;;J.C. van Arrewyne, Willem van der Hoeven, Harmanus Meyer, Adriaan de Kramer
2681;KB;1721.0;Adriaan Clemens;Anthonia Solling;Adriaan Clemens & Anthonia Solling;;;Amsterdam;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk
2682;KB;1721.0;Reméus Willeboorts;Anna Stadnitski;Reméus Willeboorts & Anna Stadnitski;;;;Jan de Haan;Jan Geldorp;Claas Bruin;Dirk van Beek;;;;;;;;;;;;;;;;;;;Jan de Haan, Jan Geldorp, Claas Bruin, Dirk van Beek
2683;KB;1721.0;Jacob Dozy;Maria Le Pla;Jacob Dozy & Maria Le Pla;;;Leiden;Theodoor van Snakenburg;;;;;;;;;;;;;;;;;;;;;;Theodoor van Snakenburg
2684;KB;1721.0;Sebastiaan Thierry de Bye;Judith van der Eyken;Sebastiaan Thierry de Bye & Judith van der Eyken;;;Leiden;Pieter de Bye;Henricus Stephanus van Son;;;;;;;;;;;;;;;;;;;;;Pieter de Bye, Henricus Stephanus van Son
2685;KB;1721.0;Abraham van Poot;Anna Petronella van der Hagen;Abraham van Poot & Anna Petronella van der Hagen;;;Leiden;Hendrik van Poot;;;;;;;;;;;;;;;;;;;;;;Hendrik van Poot
2686;KB;1721.0;Jacob van Veen;Geertruy Buys;Jacob van Veen & Geertruy Buys;;;;Jan Egbertsz Buys;Willem van der Hoeven;David van Hoogstraten;H.v.H.;D.v.H.;;;;;;;;;;;;;;;;;;Jan Egbertsz Buys, Willem van der Hoeven, David van Hoogstraten, H.v.H., D.v.H.
2687;KB;1721.0;Paulus Hendriksz Verryn;Elizabeth Lomannus;Paulus Hendriksz Verryn & Elizabeth Lomannus;;;Leiden;Johannes Lomannus;Claas Bruin;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;;Johannes Lomannus, Claas Bruin, Gijsbert Tysens
2688;KB;1721.0;Adrianus Verster;Cornelia Rees;Adrianus Verster & Cornelia Rees;;;'s-Graveland;Pieter Straat;Pieter Straat;;;;;;;;;;;;;;;;;;;;;Pieter Straat, Pieter Straat
2689;KB;1721.0;Samuel Mom;Maria de Heer;Samuel Mom & Maria de Heer;;;Utrecht;Joost Sasselee;David Blanck;I. Mom;;;;;;;;;;;;;;;;;;;;Joost Sasselee, David Blanck, I. Mom
2690;KB;1721.0;Jan Graswinckel;Johanna Graafland;Jan Graswinckel & Johanna Graafland;;;;Claas Bruin;David van Hoogstraten;;;;;;;;;;;;;;;;;;;;;Claas Bruin, David van Hoogstraten
2691;KB;1721.0;Pieter van Hoogmade;Sara Maria van Peene;Pieter van Hoogmade & Sara Maria van Peene;;;Amsterdam;David van Royen;;;;;;;;;;;;;;;;;;;;;;David van Royen
2692;KB;1721.0;Gerhard Bors van Waveren;Johanna van de Poll;Gerhard Bors van Waveren & Johanna van de Poll;;;Leiden;;;;;;;;;;;;;;;;;;;;;;;
2693;KB;1721.0;Hermanus Uytwerf;Elisabeth van Amelonsen;Hermanus Uytwerf & Elisabeth van Amelonsen;;;Haarlem;Carolus van Heusden;P. Swart;;;;;;;;;;;;;;;;;;;;;Carolus van Heusden, P. Swart
2694;KB;1721.0;Adam der Kinderen;Maria Huygens;Adam der Kinderen & Maria Huygens;;;Den Haag;Jan der Kinderen;Emanuel der Kinderen;Jacob der Kinderen;G.V.M.;Govert van Mater;;;;;;;;;;;;;;;;;;Jan der Kinderen, Emanuel der Kinderen, Jacob der Kinderen, G.V.M., Govert van Mater
2695;KB;1721.0;Jan Egbertsz Buys;Catharina van Veen;Jan Egbertsz Buys & Catharina van Veen;;;Leiderdorp;Arent van Veen;Jacob van Veen;Claas Bruin;George Wetstein;Hubert Kornelisz Poot;Harmanus Meyer;Fredrik de Bruyn;;;;;;;;;;;;;;;;Arent van Veen, Jacob van Veen, Claas Bruin, George Wetstein, Hubert Kornelisz Poot, Harmanus Meyer, Fredrik de Bruyn
2696;KB;1721.0;Diderik Grommee;Geertruid de Villers;Diderik Grommee & Geertruid de Villers;;;Delft;Elbert Clermont;Claas Bruin;Gijsbert van der Goot;Samuel Everwyn;;;;;;;;;;;;;;;;;;;Elbert Clermont, Claas Bruin, Gijsbert van der Goot, Samuel Everwyn
2697;KB;1721.0;Abraham de Veer;Janneke van der Sys;Abraham de Veer & Janneke van der Sys;;;Amsterdam;Jan van der Sys;;Dirk van Beek;;;;;;;;;;;;;;;;;;;;Jan van der Sys, Dirk van Beek
3711;STCN;1721.0;Assuëres Flyscher;Cornelia Graan;Assuëres Flyscher & Cornelia Graan;Johannes Rotterdam;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
3759;STCN;1721.0;Hermanus Uytwerf;Elisabeth van Amelonsen;Hermanus Uytwerf & Elisabeth van Amelonsen;Johannes van Oosterwyk;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
3785;STCN;1721.0;Dirk Burries;Maria Schonenberg;Dirk Burries & Maria Schonenberg;Nicolaas Lobedanius;Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;
3787;STCN;1721.0;Nicolaas van de Velde;Catharina Maria Vryburgh;Nicolaas van de Velde & Catharina Maria Vryburgh;Nikolaas Mol;Alkmaar;;;;;;;;;;;;;;;;;;;;;;;;
3988;Steur;1721.0;Frederik Ottens;Debora Hogeboom;Frederik Ottens & Debora Hogeboom;;;;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk
149;KB;1722.0;Roelof Robyn;Maria van der Linden;Roelof Robyn & Maria van der Linden;Niklaas Dor;Amsterdam;Amsterdam;Swerus Robyn;Adriaan de Kramer;Harmanus Meyer;Ph Swaan;Abraham Titsingh;;;;;;;;;;;;;;;;;;Swerus Robyn, Adriaan de Kramer, Harmanus Meyer, Ph Swaan, Abraham Titsingh
258;KB;1722.0;Cornelis van der Sys;Maria de Vyver;Cornelis van der Sys & Maria de Vyver;;;Amsterdam;Jan van der Sys;Pr.Ae;;;;;;;;;;;;;;;;;;;;;Jan van der Sys, Pr.Ae
292;KB;1722.0;Joan Silvestersz van Tongeren;Wilhelmina Brigitta Roos;Joan Silvestersz van Tongeren & Wilhelmina Brigitta Roos;Johannes van Oosterwyk;Amsterdam;;Johannes van Oosterwyk;Joan Doornik;Jacob (Jr) Raket;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Joan Doornik, Jacob (Jr) Raket
338;KB;1722.0;Pieter van Loon;Agneta Graswinckel;Pieter van Loon & Agneta Graswinckel;Goeree;Amsterdam;Amsterdam;Jan Goeree;;;;;;;;;;;;;;;;;;;;;;Jan Goeree
540;KB;1722.0;Johan Baert;Anna Duisingh;Johan Baert & Anna Duisingh;Jan van Beyeren;Alkmaar;;B. Zytsema;Gerardus Kempher;Jacob Lakeman;Maarten Kind;C. Lugt;;;;;;;;;;;;;;;;;;B. Zytsema, Gerardus Kempher, Jacob Lakeman, Maarten Kind, C. Lugt
648;KB;1722.0;Adriaan Heckenhoek;Maria Margareta van Ryp;Adriaan Heckenhoek & Maria Margareta van Ryp;Joannes van Braam;Dordrecht;;Joannes van Braam;;;;;;;;;;;;;;;;;;;;;;Joannes van Braam
680;KB;1722.0;Rynerus Kelderman;Henrica Wierman;Rynerus Kelderman & Henrica Wierman;Adriaan van Boekholt;Amsterdam;Amsterdam;Willem Kelderman;;;;;;;;;;;;;;;;;;;;;;Willem Kelderman
842;KB;1722.0;Matthys Vink;Cornelia van Steenhoolen;Matthys Vink & Cornelia van Steenhoolen;Willem Barents;Amsterdam;;Cornelis Westerhout;Reynier de Vries;David van Hoogstraten;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;Cornelis Westerhout, Reynier de Vries, David van Hoogstraten, Gijsbert Tysens
843;KB;1722.0;Joan Viruly;Maria de Lange;Joan Viruly & Maria de Lange;Nicolaas Bos;Rotterdam;Amsterdam;Cornelius van Arckel;Joan Suderman;Jacob Viruly;;;;;;;;;;;;;;;;;;;;Cornelius van Arckel, Joan Suderman, Jacob Viruly
1125;KB;1722.0;Floris Bontekoning;Hester de Weer;Floris Bontekoning & Hester de Weer;Cornelis van Hoogenhuysen;Amsterdam;Amsterdam;P. Vervell;;;;;;;;;;;;;;;;;;;;;;P. Vervell
1131;KB;1722.0;Jan van Hoogstraten;Hendrina Gryspeert;Jan van Hoogstraten & Hendrina Gryspeert;Anthony Hoorens;Haarlem;Amsterdam;Jan Geldorp;Evert Visscher;;;;;;;;;;;;;;;;;;;;;Jan Geldorp, Evert Visscher
1209;KB;1722.0;Paulus Visscher;Clasina Hekhuysen;Paulus Visscher & Clasina Hekhuysen;Balthazar Lakeman;Amsterdam;;Joannes Reyniersz van den Broek;Nicolaas Aldenhoven;;Henricus de Wolf;;;;;;;;;;;;;;;;;;;Joannes Reyniersz van den Broek, Nicolaas Aldenhoven, Henricus de Wolf
1337;KB;1722.0;Pieter Schuurman;Alida Jacoba Beeldsnyder;Pieter Schuurman & Alida Jacoba Beeldsnyder;Gerard onder de Linden;Amsterdam;Amsterdam;Hermannus Angelkot;;;;;;;;;;;;;;;;;;;;;;Hermannus Angelkot
1367;KB;1722.0;Cornelis Voet;Johanna van Aalst;Cornelis Voet & Johanna van Aalst;Johannes Marshoorn;Haarlem;;Johannes Marshoorn;Aäron van Hulkenroy;Michiel van Leeuwen;;;;;;;;;;;;;;;;;;;;Johannes Marshoorn, Aäron van Hulkenroy, Michiel van Leeuwen
1400;KB;1722.0;Jacob de Jonge;Elizabeth Snoek;Jacob de Jonge & Elizabeth Snoek;Nikolaas Mol;Alkmaar;Amsterdam;Gerardus Kempher;;;;;;;;;;;;;;;;;;;;;;Gerardus Kempher
1490;KB;1722.0;Johannes Thesingh;Anna Thesingh;Johannes Thesingh & Anna Thesingh;Johannes van Oosterwyk;Amsterdam;Amsterdam;Claas Bruin;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;Claas Bruin, Johannes van Oosterwyk
1491;KB;1722.0;Isaac Abrahamsz Delcourt;Elizabeth de Wolff;Isaac Abrahamsz Delcourt & Elizabeth de Wolff;Johannes van Oosterwyk;Amsterdam;Amsterdam;Joannes Sluyter;Johannes van Oosterwyk;J.D.C.F.;;;;;;;;;;;;;;;;;;;;Joannes Sluyter, Johannes van Oosterwyk, J.D.C.F.
1492;KB;1722.0;Job Siewertsz Centen;Maria van Laar;Job Siewertsz Centen & Maria van Laar;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;David van Hoogstraten;Matthaeus Brouërius van Nidek;Claas Bruin;A.B.A.;Gijsbert van der Goot;C.D.M.;;;;;;;;;;;;;;;;Johannes van Oosterwyk, David van Hoogstraten, Matthaeus Brouërius van Nidek, Claas Bruin, A.B.A., Gijsbert van der Goot, C.D.M.
1493;KB;1722.0;Jacob Alewyn (Jr) Ghysen;Debora Blaaupot;Jacob Alewyn (Jr) Ghysen & Debora Blaaupot;Johannes van Oosterwyk;Amsterdam;Amsterdam;David van Hoogstraten;Jan Baptista Wellekens;Claas Bruin;Pieter Langendyk;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;David van Hoogstraten, Jan Baptista Wellekens, Claas Bruin, Pieter Langendyk, Johannes van Oosterwyk
1494;KB;1722.0;Pieter Elias;Maria Philippina van Tongeren;Pieter Elias & Maria Philippina van Tongeren;Johannes van Oosterwyk;Amsterdam;Rotterdam;Johannes van Oosterwyk;Joan Doornik;Jan Baptista Wellekens;Jan. van Vliet;Claas Bruin;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Joan Doornik, Jan Baptista Wellekens, Jan. van Vliet, Claas Bruin
1495;KB;1722.0;Cornelis Elbersz van Liesveld;Johanna van Dorssen;Cornelis Elbersz van Liesveld & Johanna van Dorssen;Johannes van Oosterwyk;Amsterdam;Gouda;Johannes van Oosterwyk;Pieter Langendyk;Robert Hennebo;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Pieter Langendyk, Robert Hennebo
1535;KB;1722.0;Jacob van Liesveld;Wynanda Hagen;Jacob van Liesveld & Wynanda Hagen;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Pieter Langendyk;Robert Hennebo;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Pieter Langendyk, Robert Hennebo
1928;KB;1722.0;Jacob van (Jr) Hoogveld;Katharina Schabaelje;Jacob van (Jr) Hoogveld & Katharina Schabaelje;Barent Visscher;Amsterdam;Amsterdam;J. Helgers;Jan de Haan;Jan Geldorp;Claas Bruin;Evert Visscher;;;;;;;;;;;;;;;;;;J. Helgers, Jan de Haan, Jan Geldorp, Claas Bruin, Evert Visscher
