0;Datum;Jaar;Bruidegom;Bruid;Drukker;Plaats;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22
1836;1684-04-16;1684;Pieter Gryspeert;Sara Putmans;Hieronymus Sweerts;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
1837;1684-06-04;1684;Jakobus Barnaerts;Jacomina Verhammen;Hieronymus Sweerts;;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
1838;1684-08-22;1684;Wilhelmus Lupard;Sara Ouzeel;Hieronymus Sweerts;Amsterdam;Dirk Schelte ;;;;;;;;;;;;;;;;;;;;;
1839;1684-04-23;1684;Joan de Stoppelaer;Ida de Neufville;Hieronymus Sweerts;Rotterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
1840;1760-08-24;1760;Jacob Oosterbaan;Geertje Schellingwou;Klaas Swerus;Amsterdam;Simon Styl ;Sieuwert Ysbrandsz Centen ;Lieve Sieverdsz de Bruin ;Pieter de Bruyn ;P. Schellingwou ;;;;;;; ;;;;;;;;;;
1841;1751-11-02;1751;Gysbert van Hogendorp;Maria Elizabet Radermacher;Louis Davidsz Taillefert;Loenen;Pieter Michiel de Lichte ;Marinus Smytegelt ;;;;;;;;;;;;;;;;;;;;
1842;1752-06-20;1752;Michiel Mounier;Jacomina Imans;Louis Davidsz Taillefert;;Jan de Timmerman ;;;;;;;;;;;;;;;;;;;;;
1843;1759-05-22;1759;Gerard van Bleyenburg;Wyva Ida Mooy;Martinus van Ternaten;Amsterdam;Arent Mooy ;Jerphs. Jan van Woesik ;Philip Anthony Jacobsen ;Claas Mooy ;Jacobus van den Noort ;Elbertus Verlee ; P.S.;;;;;;;;;;;;;;;
1844;1679-02-09;1679;Henrik Nylant;Gerbregh Holt;Gerrit Tideman;Amsterdam;C. Assueri ;;;;;;;;;;;;;;;;;;;;;
1845;1645-02-21;1645;Jacobus de Wolf;Catarina Coesvelt;Anthony Tielemans;;J.G. Cock ;;;;;;;;;;;;;;;;;;;;;
1846;1737-04-03;1737;Arnout Wilhemsz van Citters;Sara Jacoba Ockersse;Gerrit Tielenburg;Amsterdam;Arnold Hoogvliet ;Simon Doekes ;Pieter Langendyk ;Abraham de Haen ;Lucas Pater ;Bernardus de Bosch ;Lambert van den Broek ;Joannes Haverkamp ;Matheus de Ruuscher ;;;;;;;;;;;;;
1847;1735-02-28;1735;Jacob Jansz Boreel;Agneta Margareta Munter;Gerrit Tielenburg;Amsterdam;Gerrit Blaaupot ;;;;;;;;;;;;;;;;;;;;;
1848;1738-01-07;1738;Jacob Sydervelt;Maria van Oosterwyk;Gerrit Tielenburg;;Kornelis Boon van Engelant ;Arnold Hoogvliet ;Hendrik Schim ;Simon Doekes ;Lambert van den Broek ;Lucas Pater ;Bernardus de Bosch ;Abraham de Haen (1707-1748);Pieter Langendyk ;Matheus de Ruuscher ;Moses Giron ;;;;;;;;;;;
1849;;;Adriaan Koekebakker;Jacoba Maria Luykink;Gerrit Tielenburg;Amsterdam;Jan Luyken ;A.T. Hoorn ;;;;;;;;;;;;;;;;;;;;
1850;1738-12-30;1738;Jan Adriaan Koekebakker;Elizabeth Luykink;Gerrit Tielenburg;Amsterdam;Jan Luyken ;A.T. Hoorn ;;;;;;;;;;;;;;;;;;;;
1851;1645-01-22;1645;Jacob van Santen;Anna van Kittesteyns;Cornelis Jansz (wed) Timmer;Amsterdam;T.V. Waes ;;;;;;;;;;;;;;;;;;;;;
1852;1671-05-05;1671;Gerrit de Broen;Elsje de Lange;Pieter Timmers;Amsterdam;Geerhart de Lange ;Johannes de Broen ;;;;;;;;;;;;;;;;;;;;
1853;1675-09-22;1675;Abraham van Leuvenich;Margareta van Leuvenich;Pieter Timmers;Haarlem;;;;;;;;;;;;;;;;;;;;;;
1854;1676-03-08;1676;Geeraerdt Centen;Maria van der Schuren;Pieter Timmers;;J. Veen ;;;;;;;;;;;;;;;;;;;;;
1855;1645-03-05;1645;Fermyn Fredericx van Vliet;Maria Willems;Robbert Tinneken;Dordrecht;J. van Leeuwaerden ;;;;;;;;;;;;;;;;;;;;;
1856;1736-10-02;1736;Tjerk Nieuwenhuis;Eva van Maurik;Isaak Tirion;Amsterdam;Bartholomeus van Leuvenig ;Abraham van Loon ;Jan Brak ;Henricus Noijen van Vollenhoven ;;;;;;;;;;;;;;;;;;
1857;1741-02-08;1741;Andries Oortman;Anna Hooft;Isaak Tirion;Amsterdam;Johannes Fredericus Reitz ;Abraham Westerhoff ;Pieter Dionysz Oortman ;Dirk van Beek ;Adriaan Spinniker ;Pieter Langendyk ;Jan Geldorp ;H.V.;Willem Kroon ;;;;;;;;;;;;;
1858;1741-08-15;1741;Justus van Maurik;Francina Teyler;Isaak Tirion;Amsterdam;Christina Leonora de Neufville ;Dirk Smits ;Pieter van der Schelling ;Nikolaes Versteeg ;Frans de Haes (1708-1761);Pieter Langendyk ;Jakob Kortebrant ;Anthony Jacob Bierens ;Matthijs Straalman ;;;;;;;;;;;;;
1859;1748-10-15;1748;Daniël Parvé;Sophia Maria Huydecoper;Isaak Tirion;;Jan Frederik Parvé ;Jan Pieter Theodoor Huydecoper ;Lucretia Wilhelmina van Merken ;Daniel van Sloterdyck ;;;;;;;; ;;;;;;;;;;
1860;1750-03-09;1750;Kornelis van den Helm Boddaert;Anna Virginia Scholten;Isaak Tirion;Amsterdam;Abraham Haverkamp ;Petronella Johanna de Timmerman ;Lucretia Wilhelmina van Merken ;Jan de Timmerman ;Pieter Boddaert (1694-1760);;;Jakobus Andriessen de Waal ;;;;;;;;;;;;;;
1861;1660-04-07;1660;Reinier Bolswaart;Biedes Jans;Aris Tolk;Amsterdam;Albert Kerckesant ;;;;;;;;;;;;;;;;;;;;;
1862;1660-04-07;1660;Reinier Bolswaart;Biedes Jans;Aris Tolk;Amsterdam;Albert Kerckesant ;;;;;;;;;;;;;;;;;;;;;
1863;1744-06-30;1744;Willem van Oosterwyk;Anna Bruyn;Kornelis van I Tongerlo;Haarlem;Hendrik Y.B.A. Boom ;Willem Harbers ;Cornelis Angel ;;;;;;;;;;;;;;;;;;;
1864;1654-11-22;1654;Matthys Pompe van Slingeland;Maria Elisabeth Musch van Waelsdorp;Anthony Jansz Tongerloo;Amsterdam;Samuel van Hoogstraten ;;;;;;;;;;;;;;;;;;;;;
1865;1658-02-05;1658;Cornelis de Beveren;Adriana van Wouw;Anthony Jansz Tongerloo;Haarlem;Stephanus Marchant ;Cornelis van Overstege ;Samuel van Hoogstraten ;;;;;;;;;;;;;;;;;;;
1866;1681-11-16;1681;Gosenius van Nyendaal;Elisabeth van Velsen;Johannes Tongerloo;Haarlem;Caspar Brandt ;Okkerus Pesser ;;;;;;;;;;;;;;;;;;;;
1867;1705-02-00;1705;Johannes Godefredus Uterwyk;Allegonda van Broekhuysen;Gerrit Tydeman;Amsterdam;Balduinus van Offenberg ;;;;;;;;;;;;;;;;;;;;;
1868;1740-08-04;1740;Petrus Burman (1713-1778);Maria Elisabeth van der Strengh;Martinus van der (wed) Veen;Amsterdam;Johannes Schrader ;;;;;;;;;;;;;;;;;;;;;
1869;1714-08-05;1714;Willem Brouwer;Margareta Engelbregt;Jacobus Veenendaal;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1870;1699-04-12;1699;Adriaan Spinniker;Sara Verduyn;Jacob de Veer;Amsterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
1871;1698-12-21;1698;Hieronimus Walvis;Hillegonda de Wit;Pieter van der Veer;Den Haag;Willem den Elger ;Gerard van Kervel ;;;;;;;;;;;;;;;;;;;;
1872;1700-06-02;1700;Johan Erkelens;Sara van Someren;Pieter van der Veer;Leiden;Jacob Gerst ;;;;;;;;;;;;;;;;;;;;;
1873;1708-06-17;1708;Leonard Swartendyk;Kornelia van der Pot;Pieter van der Veer;Middelburg;Cornelius Thoen ;Wilhelmus Lomannus ;;;;;;;;;;;;;;;;;;;;
1874;1709-06-16;1709;Gerhart Sichterman;Louisa Christina Trip;Johannes van Velsen;Amsterdam;Franciscus Buning ;;;;;;;;;;;;;;;;;;;;;
1875;1710-06-15;1710;Adriaan Josef Trip (1687-1748);Anna Elizabeth Wolthers;Johannes van Velsen;Amsterdam;Franciscus Buning ;Johannes Grafwegh ;;;;;;;;;;;;;;;;;;;;
1876;1718-05-11;1718;Daniel Henri L'Argentier;Elisabet Petronelle Lewe tot Aduard;Johannes van Velsen;Amsterdam;Johannes Adriani Mensinga ;;;;;;;;;;;;;;;;;;;;;
1877;1727-02-16;1727;Cornelius van Velzen;Arendina Cornelia Wolthers;Johannes van Velsen;;Petrus Laan ;Gerhard Alting ;Joannes Wolbers ;Johannes Myseras ;Pieter Straat ;;;;;;;;;;;;;;;;;
1878;1729-06-19;1729;Arius Adriani;Johanna Sijlman;Johannes van Velsen;Amsterdam;Johannes Adriani Mensinga ;;;;;;;;;;;;;;;;;;;;;
1879;1737-03-31;1737;Wiardus Siccama;Anna Catharina Hora;Johannes van Velsen;Amsterdam;Cornelius van Velzen ;Lambertus Evenhuis ;;;;;;;;;;;;;;;;;;;;
1880;1756-01-13;1756;Wilhem Geisweit;Geertruida Lambert;Jan van Velthoven;;Catharina van Laren ;Philip Zweerts ;Wilhelmus Gerardus Motman ;Gualtherus Zoutmaat ;Dirk van der Sluys ;Jacob Langerak Oosterland ;; ;;;;;;;;;;;;;;
1881;1638-02-02;1638;Johan Wildeveen;Sara van Dael;Joost Jansz Verheul;;;;;;;;;;;;;;;;;;;;;;;
1882;1724-10-08;1724;Willem de Witt;Maria Coster;Jacobus Verheyde;Amsterdam;Jan Baptista Wellekens ;Willem van der Hoeven ;Claas Bruin ;Gijsbert Tysens ;J. de Witt ;;;;;;;;;;;;;;;;;
1883;1730-05-28;1730;Jacob Terwen;Suzanna Wynands;Jacobus Verheyde;Amsterdam;Pieter Langendyk ;;Nicolaas Verheyde ;;;;;;;;;;;;;;;;;;;
1884;1707-08-02;1707;David Staats;Johanna Dronker;Jacobus Verheyde;Amsterdam;Jakob Schellinger ;;;;;;;;;;;;;;;;;;;;;
1885;1707-08-02;1707;David Staats;Johanna Dronker;Jacobus Verheyde;Amsterdam;David Hooghuysen ;I. Mooy ;;;;;;;;;;;;;;;;;;;;
1886;1716-11-22;1716;Pieter van der Stoot;Josina Margareta Weenix;Jacobus Verheyde;Amsterdam;Willem Ignatius Weenix ;;;;;;;;;;;;;;;;;;;;;
1887;1718-04-24;1718;Thomas de Penyn;Elisabeth Hubener;Jacobus Verheyde;Amsterdam;Johannes Hubener ;Isaac Vincent ;;;;;;;;;;;;;;;;;;;;
1888;1727-04-20;1727;Johannes Beekman;Anna van Schooten;Jacobus Verheyde;Leiden;N. van M.D.H. Schooten ;;;;;;;;;;;;;;;;;;;;;
1889;;;Timon de Matter;Margareta Hamers;Abraham Verhoef;Utrecht;;;;;;;;;;;;;;;;;;;;;;
1890;1668-01-31;1668;Adam van Thiel;Christina Hamers;Abraham Verhoef;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1891;1641-05-12;1641;Jaques Hennebo;Weyntje Cornelis Ansloo;Denijs Verschuere;Amsterdam;Jan Jacobsz Schipper ;;;;;;;;;;;;;;;;;;;;;
1892;1618-07-31;1618;Barent Bartholomeusen Poolman;Anneken Fermou;Joris Veseler;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1893;1618-08-28;1618;Pieter Raye;Magdalena Poulle;Joris Veseler;Nieuwkoop;;;;;;;;;;;;;;;;;;;;;;
1894;1618-09-30;1618;Leunis Claesen;Geertruyt Jacobs;Joris Veseler;Nieuwkoop;;;;;;;;;;;;;;;;;;;;;;
1895;1618-10-28;1618;Nicolaes Jaspers;Geertruyt van den Bergh;Joris Veseler;Abcoude;Meynert Pietersz Voskuyl ;;;;;;;;;;;;;;;;;;;;;
1896;1618-12-11;1618;Isaac Pecreau;Maria van Raey;Joris Veseler;;Thomas Jacobsz Sergeant ;;;;;;;;;;;;;;;;;;;;;
1897;1618-12-11;1618;Isaac Pecreau;Maria van Raey;Joris Veseler;;;;;;;;;;;;;;;;;;;;;;;
1898;1619-01-01;1619;Abraham de Koussenaer;Elisabeth van der Leyen;Joris Veseler;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1899;1619-04-09;1619;Aernout van der Goes;Janneke Grootwyck;Joris Veseler;;;;;;;;;;;;;;;;;;;;;;;
1900;1624-04-14;1624;Cornelis Rutgers;Anna van Loosvelt;Joris Veseler;Nieuwkoop;Jan van der Veen ;;;;;;;;;;;;;;;;;;;;;
1901;1626-04-14;1626;Floers Pieters van der Vecht;Grietje Machiels;Joris (wed) Veseler;;;;;;;;;;;;;;;;;;;;;;;
1902;1752-10-31;1752;Jan Damasz Hooft;Agatha van Wageningen;Jakobus van der Vijle;;Jacob Zoutman ;Ahazueer van den Berg ;;;;;;;;;;;;;;;;;;;;
1903;1668-04-10;1668;Willem van Nobelaer;Wilhelmina Snouckaert;Paulus Vinck;;Johan van Paffenrode ;;;;;;;;;;;;;;;;;;;;;
1904;1696-02-26;1696;Pieter Edens;Catharina Inses;Izaak van der I Vinne;Delft;Laurens van der Vinne ;Izaak van der Vinne ;;;;;;;;;;;;;;;;;;;;
1905;1698-04-13;1698;Jacobus de Vos;Katharina van de Ryp;Izaak van der I Vinne;Rotterdam;Jan van Elsland ;;;;;;;;;;;;;;;;;;;;;
1906;1700-10-31;1700;Abraham Gryspaard;Susanna de Munnik;Izaak van der I Vinne;;Jan van Elsland ;;;;;;;;;;;;;;;;;;;;;
1907;1706-03-14;1706;Abraham Huurkamp;Maria van Wyckhuysen;Izaak van der I Vinne;;Isaak van der Vinne ;;;;;;;;;;;;;;;;;;;;;
1908;1710-04-13;1710;Nicolaas Blaaupot;Christina van de Ryp;Izaak van der I Vinne;Haarlem;Jan van Elsland ;;;;;;;;;;;;;;;;;;;;;
1909;1730-02-16;1730;Frederik Daniel Bongardt;Anna van Koopstadt;Izaak van der I Vinne;Zandvoort;Willem B.J.B. Hessen ;;;;;;;;;;;;;;;;;;;;;
1910;1747-11-24;1747;Jan de Haan;Anna van de Weereld;Izaak van der II Vinne;Amsterdam;A. de Haan ;S. de Haan ;Pieter Corstiaansz Buys ;;;;;;;;;;;;;;;;;;;
1911;1747-12-19;1747;Willem Barnaart;Catharina Kops;Izaak van der II Vinne;Dordrecht;Willem Philipsz Kops ;;;;;;;;;;;;;;;;;;;;;
1912;1708-12-31;1708;Diderik Swartendyk;Johanna Griffioen;Johan Visch;;I.V. Gorcum ;;;;;;;;;;;;;;;;;;;;;
1913;1750-09-07;1750;Mento Mentes;Johanna Visch;Matthaeus Visch;Amsterdam;Theodorus Mentes ;;;;;;;;;;;;;;;;;;;;;
1914;1657-05-01;1657;Daniel Toulooper;Levina van Belle;Johannes Vis-hoeck;Amsterdam;N. van Ouderkerck ;;;;;;;;;;;;;;;;;;;;;
1915;1692-10-26;1692;Dirk Wybrandsz Paltz;Pietertje Jans Kolk;Albert Evertsz Visscher;Amsterdam;Dirk ten Kate ;Lambert Hermansz ten Kate ;N. ten Kate ;;;;;;;;;;;;;;;;;;;
1916;1701-08-21;1701;Abraham Verduyn;Dieuwertje Rogge;Barent Visscher;;Adriaan Spinniker ;Isaac Feitama ;Eduard Feitama ;;;;;;;;;;;;;;;;;;;
1917;1720-05-26;1720;Jacob (Jr) Verbeek;Lucia van Leuvenig;Barent (wed) Visscher;Amsterdam;Jan I.F.A.Z. Geldorp ;Claas Bruin ;Jan Baptista Wellekens ;Pieter Vlaming ;Evert Visscher ;A. Verbeek ;;;;;; ;;;;;;;;;;
1918;1711-06-23;1711;Jacob van Hoogveld;Josina Betrang;Barent (wed) Visscher;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1919;1724-06-02;1724;Gerrit Schryver;Meesje van Ossenberg;Barent (wed) Visscher;Amsterdam;Gerrit Schryver (Jr) ;Isaac Thomasz Delcourt ;Willem van Swaanenburg ;H.V.D.;Evert Visscher ;;;;;; ; ;;;;;;;;;;
1920;1709-04-28;1709;Aarnoud Fortgens;Elisabet Hennebo;Barent (wed) Visscher;Rotterdam;Lucas F.R. Rotgans ;Willem van der Hoeven ;Herkules Bouman ;J. Fortgens ;Evert Visscher ;;;;;;;;;;;;;;;;;
1921;1709-12-29;1709;Hendrik Hofkens;Geertruit Eppenhoff;Barent (wed) Visscher;Eelde;F. Willink ;Evert Visscher ;J. Fortgens ;;;;;;;;;;;;;;;;;;;
1922;1711-01-25;1711;Daam van Leuve;Christina van Lochem;Barent (wed) Visscher;Amsterdam;Roeland van F.R. Leuve ;D. Hesseling ;Cornelis van Leuve ;Evert Visscher ;;;;;;;;;;;;;;;;;;
1923;1711-04-05;1711;Leonard van Velsen;Anna Vorsterman;Barent (wed) Visscher;Amsterdam;J. Fortgens ;Claas Bruin ;Evert Visscher ;;;;;;;;;;;;;;;;;;;
1924;1713-09-27;1713;Geeraert Kasparsz Brandt;Kornelia van Rixtel;Barent (wed) Visscher;Amsterdam;Kornelis Willemsz Westerbaen ;;;;;;;;;;;;;;;;;;;;;
1925;1715-02-17;1715;Aarnoud Fortgens;Engelina Teyler;Barent (wed) Visscher;Amsterdam;J. Fortgens ;Abraham Fortgens ;Abraham Heems ;Evert Visscher ;;;;;;;;;;;;;;;;;;
1926;1718-12-18;1718;Jacobus van der Hoop;Catharina Hennebo;Barent (wed) Visscher;Haarlem;Willem van der Hoeven ;Isaac Thomasz Delcourt ;Jan van Hoogstraten ;M.V.D.;David van Hoogstraten ;Evert Visscher ;;;;;; ;;;;;;;;;;
1927;1720-06-23;1720;Jacob Schyn;Geertruida Heromans;Barent (wed) Visscher;;Eduard van Nikkelen ;Johan Hofman ;Jan Geldorp ;Gerardus van Wiert ;Pieter Langendyk ;Jan Spiering ;Evert Visscher ;;;;;;;;;;;;;;;
1928;1722-05-17;1722;Jacob van (Jr) Hoogveld;Katharina Schabaelje;Barent (wed) Visscher;Amsterdam;J. Helgers ;Jan de Haan ;Jan Geldorp ;Claas Bruin ;Evert Visscher ;;;;;;;;;;;;;;;;;
1929;1724-03-12;1724;Wynand Blaeupot;Sara Kops;Barent (wed) Visscher;Amsterdam;Jan Baptista Wellekens ;Isaac Thomasz Delcourt ;Claas Bruin ;Pieter Langendyk ;Robert Hennebo ;Pieter (Jr) Merkman ;Michiel van II Leeuwen ;Evert Visscher ;Aäron van Hulkenroy ;;;;;;;;;;;;;
1930;1729-08-07;1729;Barnardus de Reus;Maria Groenewoud;Evert Visscher;;Evert Visscher ;Claas Bruin ;Pieter Langendyk ;Lambert van den Broek ;;;;;;;;;;;;;;;;;;
1931;1644-12-13;1644;Pieter Andriesz Valan;Anna Galiaert;Hendrick Jansz Visscher;Amsterdam Den Haag;F. Swaen ;;;;;;;;;;;;;;;;;;;;;
1932;1653-01-26;1653;Willem Meerman;Perina van Limborch;Hendrick Jansz Visscher;Den Haag;Willem van Heemskerk ;;;;;;;;;;;;;;;;;;;;;
1933;1701-06-05;1701;Jacobus van Vollenhoven;Engelina Palm;Jan Visser;;;;;;;;;;;;;;;;;;;;;;;
1934;1660-04-20;1660;Philippus Doublet;Susanna Huygens;Adriaen Vlacq;Rotterdam;Nicolaus Heinsius ;Henrick Bruno ;Henricus Nierop ;;;;;;;;;;;;;;;;;;;
1935;1663-09-12;1663;Ludovicus Streso;Adriana Brand;Adriaen Vlacq;Den Haag;H. Brand ;Jan van Arp ;Joannes Antonius Tronchinus ;;;;;;;;;;;;;;;;;;;
1936;1737-05-26;1737;Pieter Prinsen;Johanna van Driel;Adriaan Voorstad;Leiden;Cornelis van Driel ;;;;;;;;;;;;;;;;;;;;;
1937;1708-07-08;1708;Jan Zachriesze Beenhakker;Magtelt Barents Langerak;Andries Voorstad;Amsterdam;Jacob Schim ;;;;;;;;;;;;;;;;;;;;;
1938;1713-10-08;1713;Harmanus Turk;Hadewy de Lange;Andries Voorstad;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1939;1717-09-29;1717;Dirk van Dam;Cornelia de Krommen;Andries Voorstad;;A. Rotteveel ;;;;;;;;;;;;;;;;;;;;;
1940;1718-02-20;1718;Jan van der Dorst;Anna van den Ende;Andries Voorstad;;A. Rotteveel ;;;;;;;;;;;;;;;;;;;;;
1941;1676-10-29;1676;Albert Nylant;Aleida Banniers;Enoch de Vries;Alkmaar;;;;;;;;;;;;;;;;;;;;;;
1942;1682-05-25;1682;Ernst van Reede van Amerongen;Ida Lukretia van der Beek;Enoch de Vries;Amsterdam;Arnold Moonen ;;;;;;;;;;;;;;;;;;;;;
1943;1644-10-11;1644;Hans Bartholomeus Stern;Geertruydt Dumberchs;Hendrik Tjercks de Vries;Amsterdam;Jacob Jansz Colevelt ;;;;;;;;;;;;;;;;;;;;;
1944;1706-03-25;1706;Dirk Vos van Weel;Elizabeth Texelius;Pieter de Vries;Amsterdam;Lucas Schermer ;;;;;;;;;;;;;;;;;;;;;
1945;1758-06-06;1758;Claas van der Glas;Catharina Wachtels;Jacobus Vriese;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1946;1759-11-20;1759;Jan Willem van den Bergh;Anna Adriana van Henghel;Jacobus Vriese;;Dirk van den Bergh ;Carel van Henghel ;Cornelis Anthonius Wachendorff ;Jan Adriaan van Wachendorff ;Philip Zweerts ;;;;;;;;;;;;;;;;;
1947;1753-06-19;1753;Joannes Atlee;Cornelia Maria Oosterdyk;Nicolaas van Vucht;Amsterdam;Hermannus Gerardus Oosterdyk ;Gerardus Hermannus Oosterdyk ;Willem van der Keere ;Arent van der Keere ;H. van der Keere ;;;;;;; ;;;;;;;;;;
1948;1678-05-00;1678;Iman Mogge;Constance Thibaut;Abraham van II Waesberge;Amsterdam;Dirk Buisero ;;;;;;;;;;;;;;;;;;;;;
1949;1678-11-07;1678;Joannes Antonides van der Goes;Suzanna Bormans;Abraham van II Waesberge;Amsterdam;Katharina Lescailje ;Laurens Bake van Wulverhorst ;Govard Bidloo ;Pieter Verhoek ;Pieter de La Croix ;David van Hoogstraten ;Joan Pluimer ;;;;;;;;;;;;;;;
1950;1632-08-15;1632;Michiel de Hartoch;Maria Scheuwen;Isaac van Waesberge;Delft;Hendrick Beck ;;;;;;;;;;;;;;;;;;;;;
1951;1603-00-00;1603;Pieter Rezen;Johanna van der Mert;Jan van II Waesberge;Dordrecht;Aegidius Carpentier ;;;;;;;;;;;;;;;;;;;;;
1952;1603-09-28;1603;Jacob van Aerssen;Maria van der Veken;Jan van II Waesberge;Amsterdam;Henricus van Cranenburg ;;;;;;;;;;;;;;;;;;;;;
1953;1636-12-02;1636;Huybrecht van Belle;Rebecca Hespel;Pieter van I Waesberge;Utrecht;Pieter van Belle ;;;;;;;;;;;;;;;;;;;;;
1954;1639-10-16;1639;Pieter van Stralen;Maria de Booys;Pieter van I Waesberge;Utrecht;;;;;;;;;;;;;;;;;;;;;;
1955;1644-07-05;1644;Johannes Phenix;Maria Jacobs Maiesteyt;Pieter van I Waesberge;;I.C. Wijtstraet ;;;;;;;;;;;;;;;;;;;;;
1956;1662-12-05;1662;Joan van Horne;Anna van Ulft;Salomon Wagenaer;Leiden;;;;;;;;;;;;;;;;;;;;;;
1957;1674-04-17;1674;Henricus Althusius;Eva van de Velde;Johannes Wagens;Amsterdam;Petrus Angillius ;Johannes Wagens ;;;;;;;;;;;;;;;;;;;;
1958;1686-05-21;1686;Jacobus Geelkerke;Maria Geldhouwers;Johannes Wagens;Amsterdam;Pieter Geelkerke ;;;;;;;;;;;;;;;;;;;;;
1959;1654-02-10;1654;Georgius Costius;Margarita van Dommelen;Matthijs I (wed) Wagens;Amsterdam;Simon Simonides ;;;;;;;;;;;;;;;;;;;;;
1960;1654-02-10;1654;Georgius Costius;Margarita van Dommelen;Matthijs I (wed) Wagens;Amsterdam;Nathanaël Cost ;;;;;;;;;;;;;;;;;;;;;
1961;1742-04-03;1742;Dirk (Jr) Alewyn;Jacoba Ortt;Antoni Waldorp;Amsterdam;As Homoet (Jr) ;;;;;;;;;;;;;;;;;;;;;
1962;1746-03-08;1746;Johannes Nutges;Ida Maria van Hoogstraten;Antoni Waldorp;Haarlem;Frans van Steenwyk ;;;;;;;;;;;;;;;;;;;;;
1963;1746-03-22;1746;Cornelis Rol;Johanna Roemer;Antoni Waldorp;Amsterdam;Jacob Roemer ;Debora Benaarde ;Pieter Walthuysen ;Josina Elisabeth van Kessel ;M.V.L.;Pieter Roemer ;Eduard van Harlingen ;Wilhelmus Kantelaar ;R.A. Hoyman ;;;;;;;;;;;;;
1964;1748-05-28;1748;Pieter van den Broek;Magdalena Obrenan;Antoni Waldorp;Ankeveen;Alida Catharina Obrenan ;J.W. Boomhouer ;N. Obrenan ;Cornelis Cornelisz van den Broek ;Jacobus van der Strengh ;Pieter van Meurs ;;;;; ; ;;;;;;;;;;
1965;1759-04-03;1759;Hermannus Gerardus Oosterdyk;Aafje Margareta Brouwer;Antoni Waldorp;Amsterdam;Hermannus Joannesz Oosterdyk ;Matthias Temminck ;Janus Outman van Aalst ;Gerardus Hermannus Oosterdyk ;Joannes Atlee ;Jan van Markel ;J.D. Brouwer van Staveren ;Nicolaas George Oosterdyk ;Jacobus de II Visscher ;Carel Wouter Visscher ;A.A.K.;Nicolaas Kien ;Gerard Bullens Voogt ;Jacob Langerak Oosterland ;Hermannus Gerardus Oosterdyk ;;;;;;;
1966;1621-04-13;1621;Cornelis Matthaeus;Hester Du Pire;Hans Walschaert;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1967;1686-08-14;1686;Joannes Sekveld;Katharina van Sevenhoven;Klaes Wassenaar;Broek in Waterland;Johannes Duykerius ;;;;;;;;;;;;;;;;;;;;;
1968;1662-09-05;1662;Robert Honiwood;Margarite van Vlooswyck;Abraham de I (wed) Wees;Amsterdam;Joost van den Vondel ;;;;;;;;;;;;;;;;;;;;;
1969;1665-11-03;1665;Peter de Wolf;Clementia van der Vecht;Abraham de I (wed) Wees;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1970;1683-03-14;1683;Gerrit Fortgens;Geertruid Spronck;Abraham de I (wed) Wees;Amsterdam;A. Fortgens ;Michael Fortgens ;;;;;;;;;;;;;;;;;;;;
1971;1685-01-09;1685;Jacob ten Grootenhuis;Elisabeth de Dieu;Abraham de I (wed) Wees;Amsterdam;Dirk Buisero ;;;;;;;;;;;;;;;;;;;;;
1972;1696-04-22;1696;Pieter Rutgers;Ingenia van Lennep;Joannes de Wees;Rotterdam;Anthony Jansen ;;;;;;;;;;;;;;;;;;;;;
1973;1696-04-22;1696;Pieter Rutgers;Ingenia van Lennep;Joannes de Wees;;Gerrit Fortgens ;Joannes de Wees ;;;;;;;;;;;;;;;;;;;;
1974;1670-07-27;1670;Arnoldus Bornius;Agatha Welhoeck;Pieter de Wees;Amsterdam;Reinier Neuhusius ;M. Johannes Foeklerus ;Johannes Hoornbeeck ;Andreas Posthumius ;Johannes Ulaeus ;Jacob Crabbe ;Jacobus Hypositometra ;;;; ; ;;;;;;;;;;
1975;1675-12-22;1675;Bernardus Gerbers;Louwisa Saulmond;Pieter de Wees;Amsterdam;;;;;;;;;;;;;;;;;;;;;;
1976;1705-08-25;1705;Theodorus Munnekemolen;Brigitta Muurling;Gerrit Welhem;Den Haag;Gerardus Kempher ;;;;;;;;;;;;;;;;;;;;;
1977;1710-06-30;1710;Johan Joon;Maria Groen;Gerrit Welhem;Amsterdam;Ysbrand Watervliet ;;;;;;;;;;;;;;;;;;;;;
