id;label;function;year;place
6359;S. B.M.M.R.H.S.D.H.L.;Auteur;;
6360;Pieter Henry & Johanna Catharina Adriana Guillermet;Bruidspaar;1734;
6361;M. J.B.J. Henry;Auteur;;
6362;P. Auxberbis;Auteur;;
6363;Charle Chais & Wilhelmina Anthonia Paauw;Bruidspaar;1734;
6364;Jan Vischer & Catharina Nunninck;Bruidspaar;1734;
6365;Michiel Hendrik Callenfels & Anna Du Bois;Bruidspaar;1734;
6366;Christiaan Schaaf;Auteur;;
6367;Adam Laurens Callenfels;Auteur;;
6368;O. Callenfels;Auteur;;
6369;Joannes Philippus Scheidius & Agneta Konynenberg;Bruidspaar;1734;
6370;Izaak (Jr) Sart;Auteur;;
6371;Marten Gerritsz Konynenberg;Auteur;;
6372;Adriaan Zeger Basen & Maria Arent;Bruidspaar;1734;
6373;George Harmes & Petronella Elisabeth Koolaert;Bruidspaar;1734;
6374;Elisabeth Hoofman (wed. Koolaert);Auteur;;
6375;Hester Zimmerman Koolaert;Auteur;;
6376;Nikolaes van der Schatte & Martina Schuerbeque;Bruidspaar;1734;
6377;Cornelis Steen & Geertruyd Debora van der Valk;Bruidspaar;1734;
6378;J.E. van der Valk;Auteur;;
6379;Arnold van Aalst & Margareta Sophia Raap;Bruidspaar;1734;
6380;H.B. van Aalst;Auteur;;
6381;P. Raap;Auteur;;
6382;Adrianus van Royen & Adriana Johanna Wesselius;Bruidspaar;1734;
6383;Herman Boerhaave;Auteur;;
6384;Adriaan van Schuylenburch & Catharina van Bleiswyk;Bruidspaar;1734;
6385;François van Bleiswyk;Auteur;;
6386;Joannes Badon & Klara Ghyben;Bruidspaar;1734;
6387;Anna Zeeman;Auteur;;
6388;Pieter baron van Wassenaar van Starrenburg & Anna Arnoudina van den Boetzelaer;Bruidspaar;1734;
6389;P. Hes;Auteur;;
6390;Isaäc Peny & Susanna Barbara Tresel;Bruidspaar;1734;
6391;Benjamin Ruhof & Femeja Tielens;Bruidspaar;1735;
6392;J. Tielens;Auteur;;
6393;Abraham Follé & Johanna Maria de Hondekoeter;Bruidspaar;1735;
6394;Cornelis Ploos van Amstel & Margaretha Magdalena Nessing;Bruidspaar;1735;
6395;J. van Lohoff;Auteur;;
6396;Jacob Jacobsz Ploos van Amstel;Auteur;;
6397;Abraham Rokogh van de Erbervelt;Auteur;;
6398;Johannes Moesel;Auteur;;
6399;Jacobus van der Puyé & Apolonia van de Groenewal;Bruidspaar;1735;
6400;Nicolaus d' Assonville;Auteur;;
6401;Gerardus van Lier & Elizabet van Breenen;Bruidspaar;1735;
6402;Samuel Tak & Anna van Hoorn;Bruidspaar;1735;
6403;Balduinus Dobbelaer;Auteur;;
6404;Adriaan Tak;Auteur;;
6405;Gerard Aemilius van Hoogeveen & Maria Jacoba van Schoonhoven;Bruidspaar;1735;
6406;Mattheus Sonnemaens & Geertruid van Helsdingen;Bruidspaar;1735;
6407;Abraham van Helsdingen;Auteur;;
6408;Nicolaes van Duyfhuis & Anthonia Roetringh;Bruidspaar;1735;
6409;B. Walevelt;Auteur;;
6410;Gerard Schot & Suzanna van Rein;Bruidspaar;1736;
6411;Pieter Fontein & Jozina Stol;Bruidspaar;1736;
6412;A. van Vollenhoven;Auteur;;
6413;Hendrik van Santen & Catharina Timmerman;Bruidspaar;1736;
6414;Pieter Timmerman;Auteur;;
6415;H. van Santen;Auteur;;
6416;Johan Lillie & Elizabeth Goske;Bruidspaar;1736;
6417;Adrianus. van Bleiswyk;Auteur;;
6418;Bartolomeus Standaart & Maria de Loos;Bruidspaar;1736;
6419;Jan Snauwaardt;Auteur;;
6420;Johannes Matroos & Eleonora Brandt;Bruidspaar;1736;
6421;Jacob van de Wall & Margarita Elisabeth Eelbo;Bruidspaar;1736;
6422;Aegidius Petraeus;Auteur;;
6423;Henricus van Dobben & Geertrui Bock;Bruidspaar;1736;
6424;Jan Stockelaar & Aletta van Rextel;Bruidspaar;1736;
6425;Gysbert Karel van Hogendorp & Cornelia Jannetta van Hoey;Bruidspaar;1736;
6426;Adriaan Heckenhoek;Auteur;;
6427;Jacob van Hoorn & Berdina Dobbelaer;Bruidspaar;1736;
6428;Boudewijn Dobbelaer;Auteur;;
6429;Adriaen Tak;Auteur;;
6430;Thomas Walton & Maria Flament;Bruidspaar;1736;
6431;Nicolaus van Bronkhorst & Cornelia ter Borch;Bruidspaar;1736;
6432;Gerard Moll;Auteur;;
6433;Ysbrand Vollenhoven & Neeltje van der Haar;Bruidspaar;1736;
6434;J. de Wilde;Auteur;;
6435;Hendrik Pieterson;Auteur;;
6436;J. de Wilde (Jr);Auteur;;
6437;Everhard Joannes van Dam & Conradina Wilhelmina van Zuylen van Nievelt;Bruidspaar;1737;
6438;Jan Henrick de Roo & Johanna Onderwater;Bruidspaar;1737;
6439;Pieter Hoeufft;Auteur;;
6440;Johannes Huisinga & Wyva Agneta Driessen;Bruidspaar;1737;
6441;Johannes Petrus Driessen;Auteur;;
6442;Anthony Christiaan Muller & Eva Huytingh;Bruidspaar;1737;
6443;M.C. G.F. Huytingh;Auteur;;
6444;Gerrit Muller;Auteur;;
6445;Stephanus Opterbeek;Auteur;;
6446;Jan Jacob Hartsinck & Geertruy Catharina Sweedenryk;Bruidspaar;1737;
6447;Henrik van Elvervelt;Auteur;;
6448;Franciscus Burman (1708-1793) & Anna Geertruyda van Leeuwen;Bruidspaar;1737;
6449;Jacobus Du Marchié & Catharina Debora Sarvaas;Bruidspaar;1737;
6450;Jan Abrahamsz Sarvaas;Auteur;;
6451;Joris van der Woude & Gesina Brink;Bruidspaar;1737;
6452;I. F.V.L. Brink;Auteur;;
6453;Marten J.R. Smets;Auteur;;
6454;I.Wz Brink;Auteur;;
6455;Joannes van Eyken & Susanna Vermeulen;Bruidspaar;1737;
6456;Johannes Schardam;Auteur;;
6457;Pieter Georgius Dryfhout & Johanna Willemina Houttuyn;Bruidspaar;1737;
6458;Nicolaas de Mortier & Barbara Strockel;Bruidspaar;1737;
6459;Wolferdina Elisabeth Ojers;Auteur;;
6460;Gerrit Coenraad Ojers;Auteur;;
6461;Jan Jacobsz van Ommering & Maria Anna Granpré;Bruidspaar;1737;
6462;Cornelis Vrolikhert & Petronella van Haarlem;Bruidspaar;1738;
6463;Paulus Berkhout;Auteur;;
6464;J. Reepmaker;Auteur;;
6465;Godewardus Vrolikhert;Auteur;;
6466;Jan Willem van Steenbergen;Auteur;;
6467;Lambertus Mulder & Margareta van de Moesel;Bruidspaar;1738;
6468;Abraham van Wyn & Margareta van Dyk;Bruidspaar;1738;
6469;Johannes Wassenaar;Auteur;;
6470;Pieter Tobyassen Wulphert & Elizabeth de Geiter;Bruidspaar;1738;
6471;Bernard Mauritz & Johanna van Doorn;Bruidspaar;1738;
6472;Gerhard Mauritz;Auteur;;
6473;Cornelis van Citters & Anna Christina de Bye;Bruidspaar;1738;
6474;Pieter Pielat & Johanna Grindet;Bruidspaar;1738;
6475;Paulus Lublink & Anna Helt;Bruidspaar;1738;
6476;J.C.W. J.V.D.B.;Auteur;;
6477;Nicolaas Lublink;Auteur;;
6478;Michiel Adriaensz van den Berg & Kornelia Grimes;Bruidspaar;1738;
6479;Willem de Roo;Auteur;;
6480;Nicolaas Ris van Ryneveld & Jacoba Elisabeth Blondeel;Bruidspaar;1738;
6481;Jan Oldenhoven van Ryneveld;Auteur;;
6482;Valentijn Jan Blondeel;Auteur;;
6483;Bernhardus Pagenstecher;Auteur;;
6484;P. de Vaynes van Brakel;Auteur;;
6485;Nicolaas Londt & Catharina van Doornum;Bruidspaar;1738;
6486;H. van Doornum;Auteur;;
6487;Andries Westerwyk Forsborgh & Susanna Magdalena Haak Kerkman;Bruidspaar;1738;
6488;Abraham Tersier;Auteur;;
6489;A.S. Haak;Auteur;;
6490;Gerardus Noest;Auteur;;
6491;Michiel van Bolhuis & Alegonde Beckeringh;Bruidspaar;1738;
6492;Adrianus Hector Walter de Vriese;Auteur;;
6493;Dirk van Lobbrecht & Jakoba Christina van Poolsum;Bruidspaar;1739;
6494;Hendrik Versteeg;Auteur;;
6495;Petrus Georgius van Poolsum;Auteur;;
6496;Wilhelmus Nicasius Kien;Auteur;;
6497;Jakob van der Mandere & Petronella Geertruid van Berckel;Bruidspaar;1739;
6498;Wybrand van Itsma & Maria Boef;Bruidspaar;1739;
6499;Arnout van Baeck & Maria van Bockom;Bruidspaar;1739;
6500;Lambertus van Yzendoorn & Anna Wor;Bruidspaar;1739;
6501;Silvester Aemilius ten Brink & Anna Magteld Roelink;Bruidspaar;1739;
6502;Jacob Joan Fockinck;Auteur;;
6503;Simon onder de Linden & Mondina den Raven;Bruidspaar;1739;
6504;Henricus Iz Leembrugge;Auteur;;
6505;Nicolaas Tetterode & Anna Cornelia Elisabeth Marcus;Bruidspaar;1740;
6506;B. Clamator;Auteur;;
6507;Samuel Abrahamsz Tak & Petronella Oudenaerde;Bruidspaar;1740;
6508;P.V. Roemer;Auteur;;
6509;Jan Frederick de Mey & Wilhelmina Cornelia Du Bois;Bruidspaar;1740;
6510;Abraham onder de Linden & Rachel onder de Linden;Bruidspaar;1740;
6511;M.D. Kamp;Auteur;;
6512;Cornelis van Collen & Maria Jacoba Vallensis;Bruidspaar;1740;
6513;Josua van der Poorten & Hillegonda Josina van Eik;Bruidspaar;1740;
6514;Justus van Maurik;Auteur;;
6515;Simon d'Amour;Auteur;;
6516;A. Blok;Auteur;;
6517;Abraham Suderman;Auteur;;
6518;Abraham de (1707-1748) Haen;Auteur;;
6519;F.B.S.;Auteur;;
6520;Jean Lucas Pels & Anna Elisabeth Geelvinck;Bruidspaar;1740;
6521;Jacob Cornelisz Dekker & Aaltje Gerrits Mars;Bruidspaar;1741;
6522;Theodorus Beels & Maria van Royen;Bruidspaar;1741;
6523;Willem Brambach & Elisabeth Overbeek;Bruidspaar;1741;
6524;H. Wittemeyer;Auteur;;
6525;Johan Hage & Johanna Magdalena de Mey;Bruidspaar;1741;
6526;Jan Borghorst & Maria van Tarelink;Bruidspaar;1741;
6527;Arend Musketier & Johanna Immerseel;Bruidspaar;1741;
6528;Simon Anthoni de Vries & Anna Maria Sonnemaens;Bruidspaar;1741;
6529;Jan Pieter Lobé;Auteur;;
6530;Dirk Farret & Dina Maria Canzius;Bruidspaar;1741;
6531;Jan de Cerff;Auteur;;
6532;Gijsbert Antwerpen Verbrugge & Maria Hooft;Bruidspaar;1741;
6533;Aegidius van der Dussen & Soethea Francoise Meerman;Bruidspaar;1742;
6534;Delpho-Batavus;Auteur;;
6535;Cornelis van Heycop & Sara Pielat;Bruidspaar;1742;
6536;P.L. Pielat;Auteur;;
6537;Jan Mannoury & Maria Bruynenburgh;Bruidspaar;1742;
6538;Bernardus de Bosch & Margareta van Leuvenig;Bruidspaar;1742;
6539;Lucas Anthonisz Pater;Auteur;;
6540;Frederik Guillaume baron van Reede Aegrim & Louisa Isabella Hermelina barones van Wassenaar van Duivenvoorde;Bruidspaar;1742;
6541;Abraham van Goudswaert & Elisabet Outerman;Bruidspaar;1742;
6542;Paulus s' Graeuwen & Judith Schluiter;Bruidspaar;1742;
6543;Hendrik Das & Sara Bernardina Luykink;Bruidspaar;1742;
6544;Junior P.V.H.;Auteur;;
6545;T. Hanius;Auteur;;
6546;Jan Jacobsz de Groot;Auteur;;
6547;Petrus Schregardus;Auteur;;
6548;Hendrik Baalde & Willemina Vink;Bruidspaar;1742;
6549;Wiggardus Killewig & Johanna Françoise van Teylingen;Bruidspaar;1742;
6550;Aarnoud de Bock;Auteur;;
6551;Johan Cornelissen den Ebo;Auteur;;
6552;Jan Hooft & Maria Margareta Corver;Bruidspaar;1742;
6553;Stephanus Bogaard & Syberta Magdalena van Griethuizen;Bruidspaar;1742;
6554;Johan Gerard van Borckeloo;Auteur;;
6555;Hendrik de Pyper;Auteur;;
6556;Jakob van Gesseler & Anna Kornelia Maria Nysingh;Bruidspaar;1742;
6557;Jacob Wilhelm Lustig;Auteur;;
6558;Cornelis Munter & Margareta Kornelia van de Poll;Bruidspaar;1743;
6559;Nicolaas Geelvinck (1706-1764) & Hester Elisabeth Hooft;Bruidspaar;1743;
6560;Jacobus Gysbertus Wichmans & Martha Henriëtta de Superville;Bruidspaar;1743;
6561;Jacob Frederik Lantsheer;Auteur;;
6562;Benjamin J.B. Taats;Auteur;;
6563;Aelbrecht van der Burch & Jacomina Immerseel;Bruidspaar;1743;
6564;Jan Wybo & Elisabeth Joanna Canzius;Bruidspaar;1743;
6565;Hendrik Fiers Ravesteyn;Auteur;;
6566;David Kappeine;Auteur;;
6567;Johannes Broekhals & Maria Jakoba Versluis;Bruidspaar;1743;
6568;Jan Fittel & Welmet Roos;Bruidspaar;1743;
6569;Johan (Jr) Verstolk & Magdalena van Royen;Bruidspaar;1743;
6570;Meinard Uytwerf & Johanna Margareta Boogen;Bruidspaar;1743;
6571;Jan Cornelis Ockersse & Adriana Susanna Eversdyk;Bruidspaar;1743;
6572;Christiaen van Orsoy & Cornelia Noordhoorn;Bruidspaar;1743;
6573;Abraham I Honkoop & Catharina Domhoff;Bruidspaar;1743;
6574;Johannes Laverman & Eva Dermout;Bruidspaar;1743;
6575;Arent Laverman;Auteur;;
6576;J. de Kruys;Auteur;;
6577;Albert Verlaan & Grietje Kat;Bruidspaar;1743;
6578;Adriaan Philipsz van der Goes & Adriana Cornelia van der Goes;Bruidspaar;1744;
6579;Willem Sulyard van Leeffdaell;Auteur;;
6580;Johan Wilhem Lormier & Sara Pelt;Bruidspaar;1744;
6581;Anthony Pieter van Dishoeck & Cornelia Adriana Ockersse;Bruidspaar;1744;
6582;Augustus van der Sloot;Auteur;;
6583;Willem Lodewyk Pielat & Catharina Maria Francken;Bruidspaar;1744;
6584;Fredrik Sibinga & Harmanna Maria Wildervanck;Bruidspaar;1744;
6585;Pieter Muntinghe & Gezyne Geertruide Kiers;Bruidspaar;1744;
6586;Quint Pabus;Auteur;;
6587;Willem van Heemskerck & Haduina Antonia Backer;Bruidspaar;1744;
6588;Antoni van Heemskerck;Auteur;;
6589;Jacob van Stamhorst & Belia van den Heuvel;Bruidspaar;1744;
6590;A. Bakhuizen;Auteur;;
6591;Petrus Wilhelmus Vromans & Sara Du Toict;Bruidspaar;1744;
6592;Unico Evert Alberda & Theodora Elizabeth Sighers ther Borch;Bruidspaar;1744;
6593;Nicolaas Vegt & Suzanna van Acker;Bruidspaar;1745;
6594;Hubertus Immerseel & Agneta van Teylingen;Bruidspaar;1745;
6595;D. Ree;Auteur;;
6596;Arend de Graaf & Alida Cloppenburg;Bruidspaar;1745;
6597;Wilhelmus van den Broek & Maria van Lelyveld;Bruidspaar;1745;
6598;Pieter van den Broek;Auteur;;
6599;J.V.S.;Auteur;;
6600;Isaac van der Strengh;Auteur;;
6601;Hendrik Bicker (1722-1783) & Clara Magdalena Dedel;Bruidspaar;1745;
6602;Jacob van Balen & Clasina Jacoba Scholten;Bruidspaar;1745;
6603;Gysbert Scholten;Auteur;;
6604;Pieter Oursiere;Auteur;;
6605;Jan van Provisy & Anna Maria van Roma;Bruidspaar;1745;
6606;Joannes van Schelle;Auteur;;
6607;Jan Apostool & Cornelia de Witte;Bruidspaar;1745;
6608;Johannes Nieuwenhoff & Cecilia van Geest;Bruidspaar;1745;
6609;Balthazar Lobé;Auteur;;
6610;Johan Gualtherus van der Poort & Johanna Susanna van der Mandere;Bruidspaar;1745;
6611;Adriaen Leonard van Heteren & Woutryna Brigitta Lormier;Bruidspaar;1745;
6612;Willem Witgraft & Johanna Okkerman;Bruidspaar;1745;
6613;Jan van Cleeff & Adriana Charlotta van Bronkhorst;Bruidspaar;1745;
6614;Antonius de Wigman & Sara Johanna de Mauregnault;Bruidspaar;1745;
6615;Hendrik van Santen;Auteur;;
6616;Christiaan Albregt Fröichen & Magdalena Maria Noppen;Bruidspaar;1745;
6617;G. Noppen;Auteur;;
6618;Christiaan Murk;Auteur;;
6619;Anna Maria Fröichen geb. Heerup;Auteur;;
6620;Abraham Duysterloo;Auteur;;
6621;Theophilus Hogersius;Auteur;;
6622;Johannes Paspoort & Anna van Lom;Bruidspaar;1746;
6623;Justus Balen & Anthonia van der Kool;Bruidspaar;1746;
6624;Laurens Laasbye & Cornelia Hoebe;Bruidspaar;1746;
6625;Johannes Hoebe;Auteur;;
6626;Jan Laasbye;Auteur;;
6627;P. Hoebe;Auteur;;
6628;Oloff I.W. Jolles;Auteur;;
6629;J.E. Laasbye;Auteur;;
6630;Balthasar Eberhard Withof & Agatha Margareta de Berendrecht;Bruidspaar;1746;
6631;Joannes Hildebrand Withof;Auteur;;
6632;Joannes Philippus Laurentius Withof;Auteur;;
6633;Willem Schuyt & Elizabeth de Bosch;Bruidspaar;1746;
6634;Willem Willemsz van Citters & Gerardina Petronella Broenken;Bruidspaar;1746;
6635;Dirk onder de Linden & Johanna Spanseerder;Bruidspaar;1746;
6636;Adriaan Wor;Auteur;;
6637;M. onder de Linden;Auteur;;
6638;Johanna Erkelens geb. van Overvelt;Auteur;;
6639;M. van Camp;Auteur;;
6640;Jacobus Bremer;Auteur;;
6641;Jan (Jr) Erkelens;Auteur;;
6642;Willem onder de Linden;Auteur;;
6643;Jacob Roest & Elizabeth Oem van Moesenbrouck;Bruidspaar;1746;
6644;Johan van Eysden;Auteur;;
6645;Cornelis Valk van Aelst & Anna Françoisa Johanna Catharina Sadelyn van Oosterwyk;Bruidspaar;1746;
6646;Coenraed Keun;Auteur;;
6647;Didericus Gregorius van Teylingen & Cornelia Leers;Bruidspaar;1746;
6648;Jakob van der Linden;Auteur;;
6649;Joachim Oudaen (1716-1787;Auteur;;
6650;Jan Frederik Bachman & Johanna Catharina van den Broek;Bruidspaar;1746;
6651;W.D.B.;Auteur;;
6652;Cornelis Anthony Vos & Anna Maria Schorer;Bruidspaar;1746;
6653;Michiel Baalde & Maria Geertruy van Koopstadt;Bruidspaar;1746;
6654;Pieter van Driel & Anna Teerlink;Bruidspaar;1746;
6655;Jan van de Poll (1721-1801) & Anna Maria Dedel;Bruidspaar;1746;
6656;Jan Hudde Dedel;Auteur;;
6657;Mattheus Willem van Valkenburg & Christina Wynanda Le Leu de Wilhem;Bruidspaar;1747;
6658;Mauritius Willem Le Leu de Wilhem;Auteur;;
6659;A. Pietersz Reuvens;Auteur;;
6660;Isaac van Alphen & Johanna Martens;Bruidspaar;1747;
6661;Daniel Danielsz van Alphen;Auteur;;
6662;Jacobus Wilhelmus Behaghel;Auteur;;
6663;Johannes de Bruin & Johanna Hoogerscheit;Bruidspaar;1747;
6664;Gysbert Pietersz van Schelle;Auteur;;
6665;Abraham Adriaan de Boys & Jacoba Margaretha Lestevenon;Bruidspaar;1747;
6666;Johannes Bilstyn & Agneta de Bruyn;Bruidspaar;1747;
6667;Willem Wyngaards;Auteur;;
6668;Frederikus graaf van Gronsfeldt & Karolina Frederika Henrietta Maria gravin van Bentheim;Bruidspaar;1747;
6669;Dirk van der Steen;Auteur;;
6670;Jan Jansz Kox & Maria Oudaan;Bruidspaar;1747;
6671;Marinus de Meyer & Anthonia Zutterman;Bruidspaar;1747;
6672;A.J. Zutterman;Auteur;;
6673;Willem Joachim de Laver;Auteur;;
6674;Jan Bouman;Auteur;;
6675;Joost Santes;Auteur;;
6676;Jan Andries Paauw & Maria Muller;Bruidspaar;1747;
6677;Hendrik Kemper;Auteur;;
6678;Abraham Blussé & Kornelia Vallaré;Bruidspaar;1747;
6679;Jan van Gerwen;Auteur;;
6680;François Rygerbos & Sara Clasina ter Bruggen;Bruidspaar;1747;
6681;Jelle Witsen & Barber de Vos;Bruidspaar;1747;
6682;Gerrit Barendsz Nieukerk & Sara Hendrina Swartwout;Bruidspaar;1747;
6683;E. Rigagneau;Auteur;;
6684;Albertus van Dyk;Auteur;;
6685;Barend Nieukerk;Auteur;;
6686;Willem Hendrik van Rheden & Ida Bellaard;Bruidspaar;1747;
6687;Anna Geertruid van Wickede;Auteur;;
6688;Maria Agnes van Wickede;Auteur;;
6689;Jan Oldenhoven van Ryneveld & Helena van Doorn;Bruidspaar;1747;
6690;Pieter Boudewyn Peny & Cecilia Maria Steengracht;Bruidspaar;1747;
6691;Adriaan Steengracht;Auteur;;
6692;Cornelis Ruisch & Gezina de Kraker;Bruidspaar;1747;
6693;Johan Arnold Langerak & Alida Hovius;Bruidspaar;1747;
6694;Ph.B. C.V.H.;Auteur;;
6695;Leonard Nicolaas Esgers & Hillegonda Maria van den Heuvel;Bruidspaar;1747;
6696;Bernardus van Spyk & Johanna Catharina Pielat;Bruidspaar;1747;
6697;Josina Pielat;Auteur;;
6698;Aletta Catharina Pielat;Auteur;;
6699;Cornelis van Heycop;Auteur;;
6700;Johannes Climene Petraeus;Auteur;;
6701;Joannes van Herwerden (1714-1772) & Aletta Catharina Pielat;Bruidspaar;1748;
6702;C. Vollenhove;Auteur;;
6703;T.V.;Auteur;;
6704;Henricus van Herwerden;Auteur;;
6705;Isaac Potholt;Auteur;;
6706;A. van der Kolk;Auteur;;
6707;Lucas Bols & Sara Zophia Bols;Bruidspaar;1748;
6708;C. Bols;Auteur;;
6709;J. Bols;Auteur;;
6710;Boislaus David Cassius;Auteur;;
6711;Dirk onder de Linden;Auteur;;
6712;C.P. Bols;Auteur;;
6713;Remees Floris van Zanen & Marie Maurize Le Leu de Wilhem;Bruidspaar;1748;
6714;Gysbert de Brouwer;Auteur;;
6715;Daniel Henrik Becker & Christina Catharina Haase;Bruidspaar;1748;
6716;F.H. van Berck;Auteur;;
6717;Johannes Lups;Auteur;;
6718;Petrus Burman (1713-1778) & Dorothea Albertina Six;Bruidspaar;1748;
6719;Gysbert Pietersz van Schelle & Sara Hovendaal;Bruidspaar;1748;
6720;Gerrit Jan Mulders & Suzanna Maria Vosding;Bruidspaar;1748;
6721;Abraham Asschenbergh;Auteur;;
6722;Hermannus van Alphen & Maria van Musschenbroek;Bruidspaar;1748;
6723;Kryn van Duyvenboode & Neeltje Bras;Bruidspaar;1748;
6724;Johan Fredrik Hoffmann & Sophia Caan;Bruidspaar;1749;
6725;Helena Catharina Freudenberg geb. Hoffmann;Auteur;;
6726;Maria Elisabetha Remy geb. Hoffmann;Auteur;;
6727;Anna Catharina Hackmann geb. Hoffmann;Auteur;;
6728;Johanetta Elisabetha Remy geb. Hoffmann;Auteur;;
6729;J.C.L.W.;Auteur;;
6730;Wouther de Kemp;Auteur;;
6731;Albert Hoffmann;Auteur;;
6732;Jacob van Dam & Anna Maria van Campen;Bruidspaar;1749;
6733;Hermanus de Vries;Auteur;;
6734;Nicolaas van der Dussen & Elisabeth Aletta Slicher;Bruidspaar;1749;
6735;Jakob Burgvliet & Johanna van Proyen;Bruidspaar;1749;
6736;Jan Jacob Storm & Elisabeth Vroom;Bruidspaar;1749;
6737;Nicolaas H.S.J. Storm;Auteur;;
6738;Gysbregt Beudt & Jakoba de Koning;Bruidspaar;1749;
6739;Arnold J.B. Hoogvliet;Auteur;;
6740;Jan Kok & Petronella Filedt;Bruidspaar;1749;
6741;Helena Filedt geb. Buyts;Auteur;;
6742;Hendrik Klasing & Jannetje de Harder;Bruidspaar;1749;
6743;H.C. Dreesing;Auteur;;
6744;Bernardus van der Woude;Auteur;;
6745;Leonardus de Jongh & Anna Elisabeth Geertruida van Son;Bruidspaar;1749;
6746;Joannes de Jong;Auteur;;
6747;Ernst Willem Higt & Dorothea Lemke;Bruidspaar;1749;
6748;Gerbrandt Oldersma;Auteur;;
6749;Sywen Althuysen;Auteur;;
6750;Joannes van Schelle & Johanna Hovendaal;Bruidspaar;1749;
6751;Alexander Johan Hieronimus Huyssen & Anna Hurgronje;Bruidspaar;1749;
6752;Adrianus Wilhelmus Koning;Auteur;;
6753;M.Pz van den Vondel;Auteur;;
6754;Arnoldus de Ridder & Johanna Margareta Guillot;Bruidspaar;1749;
6755;Jacob Guillot (Jr);Auteur;;
6756;T. Sluyter;Auteur;;
6757;Elias Guillot;Auteur;;
6758;Jacob Pieter Sluyter;Auteur;;
6759;Z.G.;Auteur;;
6760;Adriaan Geelmuyden;Auteur;;
6761;Bernard Cretier & Cornelia van Tongeren;Bruidspaar;1749;
6762;Antonia der Kinderen;Auteur;;
6763;Jacob Cretier;Auteur;;
6764;Ole Kierulf;Auteur;;
6765;Johannes de Ruyter & Joanna Maria Kortebrant;Bruidspaar;1749;
6766;Joannes van Lier;Auteur;;
6767;Mattheus de Kemp;Auteur;;
6768;Arnold Vosmaer;Auteur;;
6769;Jacobus van Essen & Susanna Magdaleena Wopkens;Bruidspaar;1750;
6770;Jacobus Blondél;Auteur;;
6771;Nicolaas Wilt & Rebekka Geertruid de Wilde;Bruidspaar;1750;
6772;Dirk Wilt;Auteur;;
6773;Jan Hendrik van Dam & Geertruida Kelderman;Bruidspaar;1750;
6774;Engelbert Kelderman Kelderman;Auteur;;
6775;Jan Noteman & Maria Meloen;Bruidspaar;1750;
6776;Jan Nicolaas Christiaan van Kretschmar & Maria Jacoba Mogge van Haamstede;Bruidspaar;1750;
6777;Rykje Bubbezon;Auteur;;
6778;Abraham Marteilhe;Auteur;;
6779;Andries Bicker (1724-1770) & Jacoba Berewout;Bruidspaar;1750;
6780;Jan Elias Buys & Regina Martens;Bruidspaar;1750;
6781;Petrus Nieuwland (1722-1795) & Maria Margareta Mees;Bruidspaar;1750;
6782;Jan Jacob Brahe;Auteur;;
6783;Judith Anias;Auteur;;
6784;Willem Wendilius van Berckel & Antonia Emilia Roosmale;Bruidspaar;1750;
6785;Johannes Fockens & Suzanna Gesner;Bruidspaar;1750;
6786;Gerard Fak;Auteur;;
6787;J. Schollevanger;Auteur;;
6788;Franciscus Seuyse & Querelina Jacoba Biscop;Bruidspaar;1750;
6789;L. Bekker;Auteur;;
6790;Esaie Gillot & Lidie Passalaigue;Bruidspaar;1750;
6791;G. Brun;Auteur;;
6792;Jan Fransz Tayspil & Maria de Reus;Bruidspaar;1750;
6793;Joannes W.C. Rosiersz;Auteur;;
6794;Gerard Meerman & Maria Catharina Buys;Bruidspaar;1750;
6795;Thomas Hoog;Auteur;;
6796;Adrianus Felix ten Dall & Adriana Breur;Bruidspaar;1750;
6797;Herman Evertsen & Anna Maria Parker;Bruidspaar;1750;
6798;Frederik Vaster;Auteur;;
6799;Boudewyn Smit;Auteur;;
6800;Govert Rolandus;Auteur;;
6801;Laurens Peereboom & Elisabeth Jozina Copius;Bruidspaar;1751;
6802;Adrianus de Hart & Christina van Yzendoorn;Bruidspaar;1751;
6803;Pieter Anthony Wakkerdak;Auteur;;
6804;Hendrik Vos & Catharina Visscher;Bruidspaar;1751;
6805;Gerard Swam;Auteur;;
6806;Theodorus Schrevelius & Elizabeth Glaudina van Teylingen;Bruidspaar;1751;
6807;Jacobus Benjamin Cobbe & Margareta Walburg Uytenboogaard;Bruidspaar;1751;
6808;Jan van Sterlingh;Auteur;;
6809;Baroldus Schultens & Anna Maria van Nispen;Bruidspaar;1751;
6810;Joannes van Nispen;Auteur;;
6811;Jan Jacob Serrurier & Johanna van der Strengh;Bruidspaar;1751;
6812;Joan Stouw & Helena Abigaël Lookermans;Bruidspaar;1751;
6813;Johannes van Paddenburg;Auteur;;
6814;J. Moesbergh;Auteur;;
6815;Johannes de Beunje & Cornelia Halewyn;Bruidspaar;1751;
6816;Joannes Halewyn;Auteur;;
6817;Meinard Steffens;Auteur;;
6818;Cornelis van den Kommer;Auteur;;
6819;Gysbert Verwey & Agneta Bruynvis;Bruidspaar;1751;
6820;Catharina Lamsvelt;Auteur;;
6821;Cornelius Blom & Agatha Constantia van Kuffeler;Bruidspaar;1751;
6822;M.J. J.L. Pars;Auteur;;
6823;Hendrik Schim & Kornelia van Epenhuizen;Bruidspaar;1751;
6824;Hermannus van Gesseler & Enna Hillegonda Geertsema;Bruidspaar;1751;
6825;Cornelis Roepel & Theodora Heins;Bruidspaar;1751;
